dir,common,corpus,blog,com_count
51,"['umschloss', 'schmückte', 'nachtkleids', 'ermattet', 'purpurn', 'beflügelt']","['lyric', 'lylo', 'abgelegt', 'lust']","['morgenmantel', 'ärmel', 'schritte', 'spitzen']",6
52,"['flügeln', 'neblichten', 'konkurrieren', 'elfengleich', 'grüße', 'jan', 'helmut']","['wortmeer', 'beflügelt', 'herzliche']","['bestens', 'so', 'leicht']",7
54,"['gestaut', 'erfeuern', 'dramaturgie', 'spiels', 'entfacht']","['lyric', 'lylo', 'abgelegt', 'lust', 'leiber']","['akt', 'zweiten', 'brand', 'uns', 'vorhang']",5
56,"['dolch', 'black', 'du', 'umhängt', 'tropftest', 'stießt']","['lyric', 'dolchstoß', 'lylo', 'eigner']","['ihn', 'wieder', 'ungezählten', 'nes']",6
57,"['uns', 'tietz', 'über', 'liebesdampf', 'fabian', 'rötlicher', 'färben']","['by', 'lylo', 'club']","['hinter', 'bricht', 'das']",7
58,"['kömmt', 'wintermäntel', 'westens', 'ost', 'ströme', 'sing']","['nordens', 'südens', 'knospen', 'zarte']","['noch', 'des', 'schwach', 'schon']",6
59,"['teller', 'frivolities', 'und']","['fleischzungen', 'bestecke', 'lylo', 'platzenden', 'gegenübersitzende', 'tagliatelle', 'schmiegten']","['mutter', 'tisch', 'ja', 'meinem', 'alle', 'einmal', 'an']",3
60,"['provence', 'mauer', 'der', 'freunde', 'bunten']","['schwalbennestern', 'rezitiertest', 'lyrik', 'rhododendron', 'erspüre']","['tisch', 'deren', 'an', 'lachen', 'wir']",5
62,"['ich', 'wie', 'dich', 'und', 'die', 'sie', 'sprechen', 'mich', 'du']",['an'],['er'],9
64,"['rückst', 'verrückt', 'mich', 'du', 'experiments', 'verrückst', 'rrückst', 'errückst']","['lyric', 'lylo']","['ve', 'be']",8
65,"['rot', 'die', 'der', 'markise', 'streifen', 'games', 'trinke']","['lyric', 'triefst', 'hibiskusknospen']","['aus', 'wie', 'auf']",7
66,"['lebe', 'kisses', 'überstrahlenden', 'überschwemme', 'würme', 'sonnennächte', 'kusssonnen', 'gedankenregen']","['lyric', 'lylo']","['sonnentage', 'kerngehäuse']",8
67,"['setzen', 'life', 'zeile', 'pinsels', 'losgelassenes', 'hilferufe', 'herzblutroter']","['lyric', 'lylo', 'abgelegt']","['tinte', 'kräftiger', 'handschrift']",7
68,"['die', 'zerrann', 'sonore']","['dich', 'kündend', 'mandoline', 'züngeln', 'gesagten', 'begehrens', 'schlängeln']","['jahre', 'all', 'werde', 'jetzt', 'zupfen', 'zitternde', 'spülte']",3
70,"['tears', 'vergangenheiten', 'nachtlichte', 'atemgleichklang', 'gesät']","['lyric', 'lylo', 'abgelegt', 'gaukelt', 'gierigen']","['vater', 'ranken', 'greift', 'erwünscht', 'dämmerung']",5
72,"['gottfried', 'benn', 'pablo', 'neruda', 'bist', 'du', 'zärtlichkeit']","['dich', 'liebe', 'wortküsse']","['der', 'ich', 'nähe']",7
73,"['meine', 'nonsense', 'stürmend']","['lyric', 'lichtgelausch', 'klappendeckelnd', 'kätzchens', 'hute', 'lylo', 'himmelt']","['meinem', 'überdreht', 'zuckerbrot', 'wedeln', 'streichelnd', 'stranden', 'sonnen']",3
75,"['verfassen', 'kommentare', 'kommentar', 'sehnsucht', 'jun', 'abgelegt', 'okt', 'zerbissener']","['lylo', 'in']","['schmerzmund', 'paart']",8
76,"['shorties', 'verfassen', 'kommentare', 'kommentar', 'lassend', 'umzug', 'nov', 'abgelegt']","['lylo', 'mrz']","['lügen', 'hinter']",8
80,"['inhalte', 'werden', 'verlinkten', 'kommerzielle', 'internetseiten', 'haftung']","['lylo', 'lyriclove', 'blog', 'werbelinks']","['copyright', 'autoren', 'ist', 'links']",6
92,"['bitter', 'zerfiel', 'verschwandest', 'verlosch', 'tanzschuhe', 'nahmst']","['lyric', 'hinabspringen', 'lylo', 'abgelegt']","['walzer', 'schlug', 'lachte', 'klebten']",6
93,"['jedes', 'letter', 'umfing', 'ließest', 'glanze', 'blutrot']","['lyric', 'lylo', 'abgelegt', 'geburtstagsfest']","['jahr', 'erklingt', 'stoße', 'rieseln']",6
94,"['ich', 'letter', 'streute', 'sonnenaugen', 'fußes']","['lyric', 'lylo', 'nährst', 'aufrichtet', 'abgelegt']","['bin', 'kein', 'wieder', 'taten', 'erlaubt']",5
98,"['treppe', 'lavendelfelder', 'entflohen', 'duftlos', 'bittend', 'akazien']","['lyric', 'lylo', 'love', 'abgelegt']","['verdorrt', 'pflaster', 'nutzlose', 'das']",6
99,"['wortesmelodie', 'wallenden', 'lockender', 'glutig', 'gewoben', 'gewands']","['dekollete', 'ritzt', 'busens', 'vergissmeinnicht']","['verlorenen', 'stachel', 'nebelschwaden', 'hefte']",6
100,"['sauge', 'teller', 'aus', 'und']","['fleischzungen', 'bestecke', 'giere', 'meine', 'taumle', 'platzenden']","['ja', 'mutter', 'tisch', 'auf', 'blut', 'meinem']",4
101,"['vergangenen', 'strand', 'meer', 'tears', 'spülst', 'korallen', 'brandungen']","['lyric', 'lylo', 'abgelegt']","['schaumkronen', 'gespült', 'brechen']",7
102,"['erotik', 'gurren', 'wühlen', 'deine', 'rotweinglas', 'eingeweiden', 'lust']","['lyric', 'lylo', 'abgelegt']","['schleichen', 'verstehe', 'wahrscheinlich']",7
103,"['morgensterne', 'lust', 'säe', 'gaukle', 'flügle', 'erdringe', 'acker']","['lyric', 'lylo', 'abgelegt']","['engel', 'den', 'traum']",7
105,"['punsch', 'kassettenrecorder', 'und', 'süß']","['schlürftest', 'plärrender', 'mandarinenduft', 'lustgesüßt', 'lichtergirlande', 'karitative']","['keinen', 'der', 'meine', 'zucker', 'wärmte', 'versteckte']",4
106,"['weinrot', 'bitter', 'weinendes', 'mundwinkeln', 'lecktest', 'funkelte', 'blutete']","['lyric', 'lylo', 'abgelegt']","['war', 'taumelte', 'glänzte']",7
107,"['triefend', 'nebelkleids', 'milchigweißer', 'brünstigkeit', 'nebelfrau']","['lyric', 'lylo', 'rötlicher', 'umschmeichelt', 'abgelegt']","['sieben', 'feuchtes', 'klarheit', 'herbstes', 'glitzernd']",5
108,"['nah', 'nähe', 'letter', 'haucht', 'duftend', 'leckt']","['lyric', 'lylo', 'abgelegt', 'erblühen']","['so', 'selig', 'erzählt', 'geschichten']",6
109,"['quell', 'brückenschlag', 'traumbrücken', 'seufzern', 'fluten']","['vorspiel', 'nachzulesen', 'durst', 'gier', 'brücke']","['reichte', 'geträumt', 'tal', 'geschlagen', 'erinnern']",5
110,"['letter', 'verklingst', 'schwillst', 'lechzende', 'erfüllst']","['lyric', 'dringst', 'befruchtest', 'bittersüße', 'lylo']","['winkel', 'schwärmerei', 'köstlichkeit', 'kahlen', 'furioso']",5
111,"['land', 'heimat', 'willkomm', 'tränkt', 'schoße', 'entbindet', 'endlichen']","['lyric', 'lylo', 'love']","['das', 'lässt', 'felde']",7
112,"['sternenumglänzt', 'seidenflügel', 'schwelenden', 'samtener', 'himmelschöre', 'funkenbesprüht', 'enthüllenden']","['lyric', 'lylo', 'love']","['erfrischt', 'brustton', 'atmet']",7
113,"['mondlicht', 'sternenwärts', 'silberbechern', 'mondlichttänze', 'kussbetrunken', 'geküssten']","['lyric', 'lylo', 'love', 'abgelegt']","['trink', 'silbern', 'schwebe', 'tanzt']",6
114,"['mir', 'es', 'sich', 'frühlingt', 'nonsense', 'sinnt', 'buntet', 'bläut']","['lyric', 'lylo']","['zwitschert', 'wellt']",8
115,"['deines', 'südens', 'wärme', 'wellenkräuseln', 'schmücktest', 'mondumspült', 'lippensalz']","['lyric', 'fülltest', 'lylo']","['traums', 'schattens', 'haares']",7
116,"['berühren', 'gelungen', 'seele', 'bitter', 'verehrerinnenschar']","['lyric', 'lylo', 'eitles', 'handtüchern', 'abgelegt']","['wimmelt', 'vorhof', 'schüttete', 'obersten', 'nassen']",5
117,"['advent', 'lust', 'tannenduft', 'rösten', 'kerzlein', 'geschmolzenes', 'ergieß']","['lyric', 'lylo', 'füllst']","['wachs', 'pflücken', 'kochst']",7
118,"['geliebt', 'wortmeeren', 'umspüle', 'thymians', 'steinhäuschen', 'winkeligen']","['lyric', 'lylo', 'love', 'gässchen']","['den', 'oleander', 'einzusammeln', 'gegriffen']",6
119,"['die', 'black', 'unecht', 'ruhegaukler', 'peitschenschlägen', 'kinderglücks', 'entmutigung']","['lyric', 'lylo', 'speit']","['sprachlosigkeit', 'gräbt', 'faltet']",7
120,"['langsam', 'tears', 'frieren', 'zehen', 'kriecht', 'wärmt', 'sep']","['lyric', 'lylo', 'abgelegt']","['führt', 'träumen', 'sonne']",7
121,"['verlassenheit', 'vergangenes', 'stöhnt', 'purzelbäume', 'musenlos', 'klammern']","['wortlosigkeit', 'durstig', 'winde', 'seufzer']","['wüste', 'verzweifelt', 'magen', 'streichen']",6
122,"['verfassen', 'kommentare', 'jul', 'kommentar', 'abgelegt', 'lyric', 'love']","['lylo', 'in', 'lust']","['lügen', 'lassend', 'umzug']",7
123,"['blüht', 'an', 'zärtlichkeit']","['morgenblassen', 'blütenkörbe', 'lyric', 'streuend', 'sonnenkinder', 'knospet', 'lylo']","['sie', 'meinem', 'üppige', 'unerschöpflich', 'umschweben', 'teppiche', 'suchenden']",3
124,"['mir', 'freundin', 'ich', 'mich', 'und', 'die', 'deiner']","['prosy', 'dich', 'du']","['nach', 'sprechen', 'wie']",7
125,"['würmchen', 'nächtens', 'lindholzbalkon', 'knabbern', 'julia', 'steffen', 'erwarte', 'eile', 'bleibst']",['friends'],['nichts'],9
126,"['topf', 'inspired', 'zahllos', 'streicheltopf']","['lyric', 'gedankenwünsche', 'flanier', 'lylo', 'schmelzend', 'ergründe']","['ich', 'schöpfe', 'löffelchen', 'hol', 'gesäß', 'gefäß']",4
127,"['der', 'die', 'und', 'rot', 'wir', 'ich', 'du']","['in', 'dich', 'liebe']","['wie', 'er', 'auf']",7
128,"['letter', 'trommelst', 'ringes', 'mutterinstinkt', 'kinderscharmützel']","['deine', 'lyric', 'lylo', 'gedankenbilder', 'liebe']","['wenn', 'unsicher', 'stillem', 'sichersten', 'nahebringt']",5
129,"['seither', 'sangst', 'hieltst', 'herztöne', 'herzkonzert', 'feuerzeug']","['lyric', 'lylo', 'love', 'abgelegt']","['konzert', 'erkannte', 'dämmerung', 'treten']",6
130,"['taufkleid', 'tangokleid', 'lasziver', 'kompression', 'bewahrst', 'schlägst']","['lyric', 'lylo', 'abgelegt', 'lust']","['dort', 'wiedergeburt', 'gefrieren', 'anzieht']",6
131,"['herbst', 'schmetterling', 'vertöntes', 'herzblüte', 'farbentiefe', 'erzittert', 'ergaukle']","['lyric', 'lylo', 'love']","['spätsommer', 'flügelschlag', 'sanftem']",7
132,"['dich', 'sep', 'meinen', 'worten', 'liebe']","['lylo', 'sehnsucht', 'abgelegt', 'by', 'du']","['zu', 'ich', 'nicht', 'mich', 'nur']",5
133,"['term', 'search', 'enter', 'to', 'lyriclove']",['in'],[],5
134,"['lyric', 'love', 'xm', 'shorties', 'games']","['frivolities', 'nonsense', 'kisses', 'experiments', 'inspired']","['videos', 'tagebuch', 'life', 'off', 'voice']",5
136,"['ich', 'auch', 'nicht', 'die', 'flamme']","['lylo', 'verdichten', 'deine', 'du', 'liebe']","['aber', 'was', 'für', 'ist', 'schon']",5
137,"['ich', 'oder', 'nicht', 'auch', 'verdichten', 'versuch']","['lylo', 'in', 'meinem', 'grobe']","['will', 'eigentlich', 'aber', 'was']",6
139,"['verfassen', 'beiträge', 'kommentar', 'dez', 'neuere', 'letters']","['lylo', 'abgelegt', 'lyriclove', 'letter']","['kommentare', 'ältere', 'anmelden', 'anlegen']",6
140,"['christkindl', 'off', 'anmelden', 'anlegen', 'weblog', 'nächstes', 'twoday', 'lyriclove']","['lyric', 'lylo']","['net', 'neues']",8
142,"['vorratsaufsitzenden', 'unermesslicher', 'tränengerührten', 'stolzgebläht', 'schlafaugen', 'prot']","['gestrengen', 'fäkaldichtkunst', 'erintrigieren', 'auswahlkommission']","['zielstrebiger', 'proudly', 'presents', 'herumgehen']",6
143,"['korsett', 'herzlichste', 'gratulation', 'xxx', 'gratulisierende']","['vorratsaufsitzenden', 'tränengerührten', 'stolzgebläht', 'schlafaugen', 'prot']","['nun', 'natürlich', 'und', 'mitgekriegt', 'auch']",5
145,"['es', 'nicht', 'oder', 'euch', 'virtuellen', 'und']","['lylo', 'ich', 'abschied', 'pailo']","['aber', 'vielleicht', 'zeit', 'ein']",6
146,"['ich', 'aber', 'und', 'auch', 'es', 'mich', 'danke']","['lylo', 'du', 'liebe']","['nicht', 'oder', 'wieder']",7
148,"['xxxxxx', 'dankt', 'beiträge', 'küsst', 'neuere', 'ältere']","['lylo', 'lyriclove', 'anmelden', 'anlegen']","['verfassen', 'wieder', 'kommentare', 'kommentar']",6
149,"['xxxxxx', 'dankt', 'küsst', 'sylvia', 'glückwunsch', 'herzlichen']","['lylo', 'lyriclove', 'jun', 'anmelden']","['jetzt', 'maria', 'off', 'wieder']",6
150,"['xxxxxx', 'dankt', 'küsst', 'off', 'anmelden', 'anlegen']","['lylo', 'lyriclove', 'nächstes', 'lyric']","['jetzt', 'wieder', 'und', 'weblog']",6
151,"['danke', 'mai', 'dreistellig', 'besucherzahl', 'hohnumlachten', 'gestaunte']","['lylo', 'lyric', 'abgelegt', 'bussi']","['besucher', 'verstummen', 'ohrfeigen', 'klatschen']",6
152,"['danke', 'gerade', 'dreistellig', 'besucherzahl', 'besucher', 'dickes', 'erste', 'da', 'bussi']",['lylo'],['wurde'],9
154,"['computer', 'ich', 'zerschossen']","['verlagsdaten', 'entschlüpfen', 'dreifachnull', 'lylo', 'daumendrücker', 'grimmiges', 'schmökern']","['hier', 'ja', 'nicht', 'anderen', 'bis', 'vorhandenen', 'virus']",3
155,"['daumendrück', 'nicht', 'ich', 'daumen', 'noch', 'computer', 'immer', 'ein']","['lylo', 'die']","['aber', 'irgendetwas']",8
157,"['wiederkäuen', 'unterschiedliches', 'anregungen', 'neues', 'loszulassen', 'speziell', 'besuche']","['miro', 'deine', 'schreibst']","['bleibe', 'merke', 'und']",7
165,"['du', 'warst', 'ich']","['zänkereien', 'herumversuchte', 'evelylo', 'dss', 'bezwecktest', 'durchblickt', 'konstruktives']","['schon', 'nicht', 'aber', 'es', 'möchte', 'denn', 'auch']",3
166,"['identität', 'halb', 'immer', 'blog', 'ich']","['unverbunden', 'grinsendes', 'geschart', 'verschleiern', 'versessen']","['war', 'gern', 'ein', 'aber', 'etwas']",5
167,"['vorausgeahnt', 'servus', 'neuem', 'ganzer', 'entschluss', 'widmen', 'tust']","['tragisch', 'beinah', 'kommentaren']","['mal', 'gelegentlich', 'beendet']",7
170,"['vorhaben', 'umschwenken', 'kleidetest', 'ding', 'anspringt', 'hp', 'erfolg', 'schade']","['deine', 'wunderbar']","['jedes', 'doch']",8
171,"['einfach', 'erhalten', 'hier', 'schauen', 'bleibst', 'erscheinen', 'okay', 'verstanden']","['schreibst', 'du']","['bisher', 'vorbei']",8
172,"['auch', 'stopp', 'revival', 'mittzwanziger', 'weisheit', 'themen', 'gespannt', 'traurig']","['club', 'neues']","['irgendwann', 'sage']",8
174,"['jan', 'vorhang', 'zugabe', 'erfeuern', 'petros', 'helmut', 'applaus']","['lylo', 'gruß', 'gast']","['solange', 'solche', 'lange']",7
176,"['heiß', 'tropfgesteintem', 'schmelztiegel', 'geschäum', 'gelebter', 'brodelndem']","['lyric', 'lylo', 'arabesken', 'abgelegt']","['glück', 'laben', 'kühler', 'hohe']",6
177,"['nov', 'ich', 'tropfgesteintem', 'schmelztiegel', 'laben', 'höhlen']","['gruß', 'uta', 'petros', 'neobazi']","['ist', 'kühler', 'das', 'heiß']",6
179,"['verstromt', 'lippenstrom', 'flutlicht', 'erquellt', 'drähten', 'pulsieren']","['lyric', 'lylo', 'deinen', 'abgelegt']","['bebt', 'name', 'glüht', 'lust']",6
180,"['nov', 'gruß', 'beben', 'schlaf', 'david', 'jimi']","['lylo', 'abstrakteres', 'lieben', 'britta']","['berlin', 'name', 'spannendes', 'from']",6
182,"['er', 'streichholz', 'die', 'und', 'licht', 'ich', 'blick', 'saugte']","['in', 'erotik']","['seiner', 'seines']",8
183,"['erotik', 'und', 'es', 'ist', 'gelungen', 'ich']","['lylo', 'gruß', 'du', 'erotisch']","['er', 'thema', 'seiner', 'der']",6
185,"['reib', 'mauerblümchen', 'mauer', 'lust', 'muschelkalkstein']","['lyric', 'abendsonnenblick', 'dich', 'feuermauer', 'lylo']","['unserer', 'bis', 'die', 'ziegeln', 'polierter']",5
186,"['mauer', 'mauern', 'jul', 'gruß', 'reib', 'mauerblümchen', 'sinnlich', 'uta']","['petros', 'bon']","['anderem', 'betrachten']",8
188,"['lebensgalerie', 'tupft', 'silberrahmen', 'loderndes']","['lyric', 'lylo', 'abgelegt', 'netzt', 'röte', 'lust']","['schütten', 'begehren', 'abstrakt', 'sprüht', 'blenden', 'gehirn']",4
189,"['uns', 'das', 'mrz', 'färben', 'tupft', 'loderndes', 'begehren']","['petros', 'lg', 'fabian']","['hinter', 'vor', 'über']",7
192,"['erotik', 'fragen', 'öfter', 'gedicht', 'ich']","['lylo', 'gruß', 'strophe', 'stolperschwelle', 'gefiels']","['leute', 'wahrscheinlich', 'deshalb', 'besser', 'wende']",5
195,"['strophe', 'sprachlich', 'gesamteindruck', 'echter', 'morgensterne', 'höhepunkt', 'abbruch']","['feb', 'lylo', 'kathrin']","['schluß', 'schlimm', 'allzu']",7
197,"['röcke', 'die', 'wehen', 'nacht', 'lust', 'verschütteter', 'musenküssen']","['lyric', 'morgenaugen', 'froststarren']","['unter', 'der', 'über']",7
198,"['kömmt', 'er', 'seligkeit', 'seelentüren', 'fruchtbarkeitstanz', 'flutender', 'entfaltung', 'beschwörende', 'aufbrechender']",['ergießen'],['schon'],9
199,"['kömmt', 'er', 'petros', 'schon', 'vorfrühlingsgrüße']","['lg', 'feb', 'knospen', 'lyloknickstartig', 'liebe']","['drängen', 'und', 'sehr', 'noch', 'des']",5
201,"['wir', 'die', 'hand', 'wienerwaldes', 'eisblumenmuster', 'bizarre', 'wienerin']","['liebe', 'in', 'lass']","['der', 'und', 'wie']",7
204,"['weihnachtslieder', 'weihnachtskuss', 'vertrauensvoll', 'sternenklar', 'spült', 'heiland']","['hauche', 'weihnachtsfest', 'wunderschönes', 'meine']","['glückliches', 'zweifel', 'und', 'leisen']",6
205,"['und', 'sie', 'tag', 'die', 'herübergebracht', 'gehütet']","['weihnachtskuss', 'lylo', 'sternenklar', 'hauche']","['einen', 'verschiedensten', 'gezählt', 'der']",6
207,"['du', 'zugesperrt', 'wortrose', 'weihnachtsbotschaft', 'verließt']","['türmatte', 'gedankenmantel', 'schleichst', 'klopfst', 'klebst']","['manchmal', 'ihn', 'zugeworfen', 'vorraum', 'unbeschriebenes']",5
208,"['mantel', 'weiterspinne', 'seufz', 'ich', 'du']","['lylo', 'wortrose', 'verließt', 'türmatte', 'gedankenmantel']","['geschichte', 'ohne', 'manchmal', 'ihn', 'die']",5
210,"['jubelnde', 'rauschgoldengel', 'weihnacht', 'wegschlecken', 'umwinde']","['lustgeglitzer', 'gesternt', 'erfließt', 'beflittertes', 'adventkalender']","['kleine', 'ich', 'zuckerwerk', 'weihnachtsmannes', 'stimmen']",5
213,"['umspielte', 'umnetzte', 'kussfantasie', 'bitter', 'blutroten']","['lyric', 'holtest', 'lylo', 'lippen', 'meinen']","['lag', 'ihn', 'speichel', 'silbernen', 'bändern']",5
214,"['will', 'tanzen', 'ich', 'tanz', 'stolzes', 'schwitzend', 'raffen', 'hineinwippen', 'gefecht', 'fußballen']",[],[],10
216,"['und', 'die', 'ich', 'feuchten', 'augen', 'meine', 'meiner']","['lylo', 'in', 'okt']","['den', 'der', 'er']",7
217,"['und', 'die', 'feuchten', 'ich', 'augen', 'meiner']","['zusammenpackte', 'zugefächelt', 'tätschelnden', 'tangoschritt']","['den', 'er', 'der', 'kleinen']",6
220,"['beiträge', 'neuere', 'ältere', 'anmelden', 'anlegen', 'weblog', 'nächstes', 'twoday', 'net', 'lyriclove']",[],[],10
221,"['weihnachtsfest', 'conny', 'lieben', 'íns', 'wundervolles', 'gruß', 'wünsche', 'dez']","['wortmeer', 'martina']","['gesund', 'frohe']",8
222,"['xm', 'anmelden', 'anlegen', 'weblog', 'nächstes', 'twoday', 'net', 'lyriclove']","['lyric', 'neues']","['jahre', 'alle']",8
223,"['ankommen', 'ankunft', 'geboren', 'bei', 'advent', 'anzuhören', 'geburt']","['dir', 'erwartung', 'herzens']","['wartet', 'warten', 'öffnen']",7
224,"['laut', 'liebe', 'wortmeer', 'advent', 'schönen', 'nikolaustag']","['lylo', 'grüße', 'dir', 'helmut']","['geboren', 'das', 'stärker', 'mode']",6
226,"['stern', 'euch', 'weihnachtshimmel', 'erhobene', 'schmiegen', 'umarmungen', 'liebevolle', 'weihnacht']","['lylo', 'zeichnen']","['siehst', 'bereit']",8
227,"['ich', 'weihnachten', 'nicht', 'und', 'auch', 'das', 'bon', 'stern']","['lylo', 'liebe']","['scheiße', 'alles']",8
229,"['herzschlag', 'hand', 'weihnachtsengel', 'segnenden', 'glanze', 'krippe']","['streut', 'weihnacht', 'anzuhören', 'breitet']","['gaben', 'flug', 'blicken', 'reise']",6
230,"['elke', 'gesegnete', 'herzschlag', 'weihnachten', 'wünscht', 'wunschgedicht']","['segnenden', 'lylo', 'weihnachtsengel', 'glanze']","['berlin', 'genau', 'soll', 'aus']",6
232,"['zungenzärtlichkeiten', 'weihnachtssüß', 'leck', 'gereimt', 'blinken', 'augengirlanden', 'weihnachtsfest', 'glitzert', 'anzuhören']",['süß'],['weihnachten'],9
233,"['dez', 'bonanzamargot', 'unentgeltlich', 'mafia', 'weihnachten', 'ich', 'weihnachtsmafia', 'weihnachtsgeschäft', 'dienlich']",['uta'],['liste'],9
235,"['punsch', 'kassettenrecorder', 'christmas', 'und', 'süß']","['schlürftest', 'plärrender', 'mandarinenduft', 'lustgesüßt', 'lichtergirlande']","['keinen', 'der', 'meine', 'lost', 'zucker']",5
236,"['punsch', 'dez', 'liebe', 'vergnügt', 'elsa', 'mehralszuckersüße']","['lylo', 'lg', 'petros', 'hutziehgrüße']","['und', 'hoffe', 'weihnachtszeit', 'prost']",6
239,"['jahr', 'neue', 'hoffe', 'tickt', 'garantie', 'helmut']","['lylo', 'uta', 'liebe', 'dir']","['und', 'für', 'es', 'auch']",6
241,"['apfel', 'bitter', 'schlangenbiss', 'rotglühenden', 'dunken', 'blicketauchers']","['lyric', 'lylo', 'abendstern', 'abgelegt']","['der', 'silberne', 'schlamm', 'leuchtete']",6
242,"['helmut', 'poetische', 'mai', 'elsa']","['lylo', 'liebe', 'uta', 'liebesland', 'blicketaucher', 'grüße']","['sehr', 'der', 'teppich', 'weißer', 'stimmung', 'stark']",4
244,"['harre', 'nacht', 'bitter', 'fahler', 'erblasst']","['lyric', 'lylo', 'silberflüssigen', 'sternenglanz', 'abgelegt']","['der', 'vergebens', 'starre', 'scham', 'bleichen']",5
245,"['scham', 'was', 'die', 'viel', 'der', 'nacht', 'ich']","['feb', 'liebe', 'grüße']","['man', 'text', 'zu']",7
248,"['und', 'ich', 'sie', 'metaphern', 'körperliche', 'blut']","['deskriptive', 'selbstverletzung', 'alois', 'leidenschaft']","['gewalt', 'aber', 'hat', 'es']",6
250,"['bitter', 'starres', 'spotten', 'speiender', 'höhnen']","['lyric', 'lylo', 'speit', 'abgelegt', 'by']","['morgen', 'hungrige', 'fratzen', 'endlosen', 'würgen']",5
251,"['bricht', 'lg', 'aug', 'zieht', 'iaago', 'helmut', 'gruß', 'starres']","['lylo', 'speit']","['sich', 'morgen']",8
253,"['vertrieben', 'pflückte', 'lauer', 'adams', 'bitter', 'apfel']","['lyric', 'lylo', 'abgelegt', 'eitelkeit']","['baum', 'schlange', 'ans', 'paradies']",6
256,"['besen', 'niemand', 'bitter', 'zauberlehrling', 'schranke', 'poliert']","['lyric', 'lylo', 'rotweinglas', 'abgelegt']","['so', 'wie', 'kehrt', 'blank']",6
257,"['so', 'nun', 'ich', 'vorangehenden', 'versteh', 'versen', 'solls', 'nichtsdestotrotz']","['lylo', 'besen']","['aber', 'verzichtet']",8
