dir,common,corpus,blog,com_count
259,"['bitter', 'verzittert', 'verbissenem', 'saxophon', 'brünstig', 'sternenblues']","['lyric', 'lylo', 'sternennacht', 'abgelegt']","['schleppt', 'flache', 'rieselt', 'kreise']",6
260,"['trösterchen', 'launische', 'gedankenbild', 'voriges', 'gehts', 'schick']","['bussi', 'malst', 'muse', 'wolf']","['mehr', 'lange', 'schon', 'papier']",6
269,"['jahre', 'verschoben', 'passierte', 'ausbeute', 'prioritäten', 'enorm', 'ausgezeichnet', 'projekte']","['werd', 'schließen']","['mal', 'war']",8
270,"['auch', 'es', 'ist', 'aber', 'so', 'schätzenswert']","['hineinversetzten', 'dauerts', 'augenlicht', 'du']","['was', 'wenig', 'nichts', 'schreckliche']",6
273,"['auch', 'wenn', 'hintergrund', 'licht', 'leidensvollen', 'heraustreten']","['leidenden', 'konntest', 'führung', 'begrüßung']","['man', 'weg', 'unterstützung', 'tunnel']",6
274,"['stunden', 'kraftquellen', 'lyrische', 'alltäglichen', 'solchen', 'situationen', 'gebären', 'trost', 'erkennen']",['dunklen'],['tatsächlich'],9
275,"['man', 'gnade', 'ich']","['sehvermögens', 'blickfelds', 'liebe', 'beeinträchtigung', 'wünsche', 'hadern', 'lektionen']","['konnte', 'auch', 'genau', 'aber', 'dass', 'natürlich', 'haben']",3
276,"['gnade', 'demut', 'nicht', 'für', 'ist', 'ich', 'mich', 'zu']","['in', 'rast']","['man', 'auch']",8
277,"['süddeutschen', 'neuhochdeutsche', 'mundarten', 'hochsprache', 'ausführliche', 'mittelhochdeutschen', 'beigetragen', 'verständigung']","['erwiderung', 'helmut']","['viel', 'österreichischen']",8
281,"['ich', 'nov', 'wieder', 'streute', 'grüße', 'liebe']","['lylo', 'dir', 'gruß', 'uta']","['auch', 'november', 'und', 'dunkel']",6
283,"['stern', 'letter', 'satin', 'krallenrot', 'kleide', 'gedankenglanz', 'geburtstagstango']","['lyric', 'lylo', 'abgelegt']","['nägel', 'schmiegen', 'geburtstag']",7
286,"['nah', 'sep', 'bonanzamargot', 'herraermel', 'küssen', 'dez', 'verwöhnst']","['gruß', 'uta', 'begehrliches']","['nähe', 'ausklingen', 'so']",7
289,"['schwärmerei', 'sprichst', 'samen', 'letter', 'verklingst', 'lechzende']","['lyric', 'dringst', 'befruchtest', 'erfüllst']","['wahrhaftig', 'winkel', 'schwillst', 'köstlichkeit']",6
291,"['jahr', 'letter', 'strümpfen', 'rutscht', 'aufzustehen']","['lylo', 'lyric', 'blütenweißen', 'abgelegt', 'jahreswechsel']","['stiefel', 'hinüber', 'gelebt', 'das', 'lehne']",5
292,"['jahr', 'lg', 'neuen', 'das', 'und', 'euch']","['lylo', 'jan', 'letter', 'liebe']","['für', 'neue', 'auch', 'beste']",6
294,"['letter', 'weihnachtsgeschenk', 'minutenkurz', 'hl', 'friedliche', 'besinnung']","['lyric', 'lylo', 'abgelegt', 'liebevolle']","['nehmt', 'riecht', 'schmücken', 'streift']",6
296,"['seelenjung', 'letter', 'streck', 'morgenwinde', 'unerfüllter', 'grünt']","['lyric', 'lylo', 'abgelegt', 'erwachens']","['flattert', 'bedeckte', 'morgen', 'schüttle']",6
299,"['tage', 'schale', 'ich', 'tropfen', 'letter', 'deiner']","['regenbogenlicht', 'erglühten', 'lyric', 'amüsierst']","['die', 'ärgerst', 'zusehen', 'weltliteratur']",6
302,"['dschungel', 'schläft', 'dunkelgrün', 'heut', 'letter', 'rotglühender']","['lyric', 'gezählter', 'lylo', 'mitternachtsblau']","['wildbahn', 'violetter', 'sonnenuntergang', 'schattiger']",6
305,"['ich', 'und', 'weinberge', 'weinbergen', 'das']","['lylo', 'diktaphone', 'liebe', 'gratwanderung', 'die']","['aber', 'es', 'ständig', 'nicht', 'schon']",5
307,"['gezeichnet', 'umschwingt', 'regt', 'formuliert', 'aussage', 'treffend', 'äther', 'begeistert']","['sanfte', 'mut']","['nachdenken', 'geworden']",8
308,"['verknüpft', 'knüpft', 'erlieben', 'gießt', 'geborgenheit']","['lyric', 'lylo', 'love', 'abgelegt', 'in']","['band', 'blaue', 'alltag', 'mir', 'steigt']",5
309,"['leben', 'menschen', 'gut', 'deren', 'ich', 'ausgesprochen', 'monika', 'grüßt']","['lylo', 'herzlich']","['tun', 'dass']",8
311,"['dir', 'zerschneiden', 'verstreuen', 'nähen', 'flicken', 'zerreißen']","['lyric', 'lylo', 'love', 'abgelegt']","['möchte', 'stücke', 'mit', 'teilen']",6
312,"['lege', 'kusshandzuwerf', 'grüße', 'ich', 'und', 'den', 'feb', 'elsa']","['dir', 'gast']","['wohnen', 'immer']",8
314,"['spüren', 'schwenken', 'prickeln', 'kitzeln']","['lyric', 'lylo', 'love', 'abgelegt', 'eingeweiden', 'deine']","['will', 'gaumen', 'for', 'dinner', 'berührung', 'two']",4
315,"['voilè', 'wellenritt', 'verstrickte', 'sommerfenster', 'bittersüß', 'bauscht', 'atemgleich', 'uta']","['lylo', 'jan']","['zuvor', 'nachher']",8
317,"['möchte', 'deiner', 'kampfe', 'entgegennehmen', 'aufbäumen']","['lyric', 'lylo', 'love', 'in', 'abgelegt']","['kleiden', 'helle', 'fäden', 'spinnen', 'netze']",5
318,"['mich', 'delalune', 'claire', 'seufz', 'ich', 'entblättern', 'deiner']","['jan', 'in', 'lylo']","['ergeben', 'und', 'kleiden']",7
320,"['späten', 'vollen', 'rosen', 'samtig', 'fallender']","['lyric', 'lylo', 'love', 'sattem', 'abgelegt']","['letztem', 'wiegt', 'ahnen', 'schmückt', 'dunkler']",5
321,"['späten', 'vollen', 'rosen', 'herbst', 'rosengedicht', 'fallender']","['lyric', 'lylo', 'rosenlust', 'love']","['es', 'samtig', 'letztem', 'wiegt']",6
323,"['verwahre', 'tageslichts', 'silberflüssigen', 'pflücke', 'hauchen']","['lyric', 'lylo', 'love', 'mitlichem', 'abgelegt']","['vom', 'schlafend', 'kissen', 'geküsst', 'jugend']",5
324,"['jul', 'kathrin', 'verträumten', 'uta', 'beali', 'lg', 'gruß']","['lylo', 'gast', 'lyric']","['träumen', 'frivol', 'vom']",7
326,"['wird', 'duft', 'lebensduft']","['lyric', 'lylo', 'love', 'abgelegt', 'vorspiel', 'nachzulesen', 'süßen']","['einzig', 'es', 'dach', 'unter', 'grünen', 'mir', 'dunkel']",3
328,"['wird', 'duft', 'welt', 'einzig', 'blätter', 'dir', 'club']","['by', 'lylo', 'lyric']","['jedem', 'es', 'dunkel']",7
330,"['jun', 'duft', 'mitmiro', 'murmelndes']","['lylo', 'abgelegt', 'by', 'lyric', 'sonnenhauch', 'sehnsucht']","['ton', 'welt', 'rosenkranz', 'gewunden', 'geflecht', 'gebet']",4
331,"['duft', 'welt', 'sonnenhauch', 'seifenblasen', 'gestanks']","['lyric', 'lylo', 'love', 'abgelegt', 'umfängt']","['der', 'färbt', 'zweigen', 'löst', 'senkt']",5
334,"['heimat', 'ungebunden', 'jun', 'worte']","['lg', 'melanchlisch', 'in', 'lyric', 'fruchtbares', 'willkomm']","['das', 'land', 'ein', 'mich', 'lässt', 'weites']",4
341,"['so', 'angehaucht', 'beschreibt', 'anregt', 'interpretieren', 'erotisch', 'einiges', 'nachdenken']","['zärtlich', 'gedicht']","['denken', 'richtig']",8
344,"['jahr', 'ich', 'ein', 'vorsatz', 'zeile', 'losgelassenes', 'liebe']","['lylo', 'dir', 'jan']","['das', 'setzen', 'so']",7
347,"['life', 'lebensreise', 'gelebten', 'clowns', 'blattgold']","['lyric', 'lylo', 'rauschgoldengel', 'abgelegt', 'sanduhr']","['möchte', 'schuhen', 'füttern', 'bissen', 'augenwinkel']",5
348,"['clown', 'blattgold', 'und', 'engel', 'dez', 'monika', 'wegküssen']","['grüße', 'lylo', 'gelebten']","['auch', 'lernen', 'man']",7
350,"['tage', 'moder', 'erküsst', 'austreibendem', 'ranken', 'flechten']","['lyric', 'lylo', 'love', 'abgelegt']","['scheiben', 'räumen', 'tageslicht', 'blinde']",6
351,"['erküsst', 'austreibendem', 'ranken', 'zeilen', 'tor', 'hoffnungsfroh']","['grüße', 'helmut', 'ausdrucksstark', 'liebe']","['tage', 'entlang', 'sie', 'bann']",6
358,"['ich', 'es', 'und', 'teenagerhaft', 'familiären', 'bon']","['sep', 'dolch', 'dir', 'kraftvoll']","['aber', 'nicht', 'man', 'finde']",6
362,"['sauge', 'black', 'blut', 'wundgelebt', 'taumle', 'schweigsamkeit']","['lyric', 'lylo', 'giere', 'deinem']","['aus', 'vieren', 'neige', 'lecke']",6
363,"['sauge', 'narben', 'umärmel', 'raussteigen', 'herzensdingen', 'herzensdinge']","['lylo', 'frauu', 'liebe', 'frauunvernunft']","['bilden', 'stern', 'wunden', 'durcheinander']",6
365,"['black', 'lebensbaum', 'angstatems', 'bunteste', 'lieblosigkeit', 'novembermorgen']","['lyric', 'lylo', 'abgelegt', 'erwachens']","['kahl', 'einsames', 'gelbes', 'äste']",6
366,"['grau', 'erde', 'nov', 'und', 'farben', 'ich', 'himmel', 'bon', 'die']",['bunteste'],['ist'],9
370,"['versöhnung', 'schwindelerregenden', 'leb', 'wünsche', 'traut']","['lylo', 'gestehe', 'höhen', 'mai', 'liebes']","['ist', 'mal', 'wann', 'herbei', 'hinunter']",5
371,"['black', 'geköpft', 'ohrfeigen', 'hohnumlachten', 'gestaunte', 'achsel', 'wirfst']","['lyric', 'lylo', 'abgelegt']","['verstummen', 'klatschen', 'blinder']",7
372,"['nächten', 'diesen', 'black', 'verstummung', 'torkelnd', 'geschwüre']","['lyric', 'abschält', 'lylo', 'in']","['wo', 'fasern', 'entblößen', 'bordell']",6
373,"['puppies', 'man', 'wird', 'davon', 'nächten', 'diesen', 'wertvoller', 'klüger', 'entspannter']",['black'],['blind'],9
375,"['erde', 'mutter', 'black', 'atem', 'vorticken', 'verrätst']","['lyric', 'lylo', 'poche', 'opferst']","['fehlt', 'wölfen', 'uhren', 'sauerstoff']",6
376,"['erde', 'mutter', 'schwarze', 'ich', 'tausend', 'deiner', 'david']","['liebe', 'gedeih', 'deinem']","['wohne', 'wachse', 'version']",7
378,"['netz', 'black', 'vertropfen', 'spinnennetze', 'spinnenküsse', 'donnernd']","['küsse', 'lyric', 'lylo', 'abgelegt']","['umnachtung', 'spinne', 'erschlagen', 'zucken']",6
379,"['ich', 'schmerz', 'auch', 'und', 'murakami', 'lindert', 'worte']","['dir', 'meine', 'kreativität']","['nicht', 'aber', 'ist']",7
382,"['uns', 'über', 'miro', 'ich', 'und']","['lylo', 'tietz', 'danke', 'by', 'fabian']","['nicht', 'das', 'auch', 'hier', 'kommentare']",5
385,"['röcke', 'die', 'wehen', 'kühl', 'fabian', 'sturm', 'tietz', 'club']","['by', 'lylo']","['den', 'uns']",8
388,"['nah', 'geschichten', 'tietz', 'fabian', 'bänder', 'club']","['by', 'lylo', 'in', 'dir']","['so', 'zukunft', 'nähe', 'traum']",6
390,"['verträumte', 'luftzug', 'tietz', 'club', 'fabian']","['by', 'lylo', 'küsse', 'traumbruecken', 'samttuch']","['mir', 'von', 'den', 'die', 'aus']",5
392,"['gestern', 'zukunftsweisend', 'vergangenheit', 'club']","['lyric', 'senktest', 'kerkermauern', 'lylo', 'verbirgst', 'hisst']","['hört', 'zukunft', 'was', 'heute', 'rational', 'leiten']",4
394,"['kinder', 'ufern', 'tietz', 'ufer', 'club', 'fabian']","['by', 'lylo', 'lyric', 'erwachsenenstrom']","['trinken', 'wir', 'unserer', 'wandert']",6
396,"['insel', 'rosa', 'früchte', 'tietz', 'club', 'fabian']","['by', 'lylo', 'in', 'weichend']","['see', 'schnee', 'das', 'decke']",6
399,"['sturm', 'tietz', 'fabian', 'träumelang']","['by', 'lylo', 'vergessnen', 'durchbebst', 'funkenflug', 'purpurn']","['stetig', 'ballast', 'wird', 'heftiger', 'erschüttert', 'durchzieht']",4
401,"['femme', 'fatale', 'erweckt', 'muscheln', 'miro', 'tanze', 'club']","['by', 'lylo', 'in']","['auf', 'ich', 'seinen']",7
403,"['regen', 'tietz', 'feuer', 'irrend', 'fabian', 'glut']","['by', 'lylo', 'deines', 'kleid']","['im', 'bloß', 'die', 'der']",6
404,"['friends', 'wortmeer', 'gedankenschweben', 'gedankenhimmel', 'ganzlich', 'schweben', 'bedanke', 'jul']","['lyric', 'abgelegt']","['antwort', 'geschenk']",8
405,"['lesen', 'und', 'danke', 'träumen', 'schreibdoch', 'gruß', 'jul']","['uta', 'lylo', 'friendslyrik']","['sommerabend', 'schwebend', 'exil']",7
408,"['kömmt', 'schon', 'ahnung', 'friends', 'petros']","['lyric', 'ganzlich', 'wintermäntel', 'abgelegt', 'nordens']","['als', 'er', 'mehr', 'noch', 'des']",5
410,"['voller', 'blickt', 'nacht', 'friends', 'wortmeer', 'ergraut', 'harre']","['lyric', 'ganzlich', 'abgelegt']","['grenzenlos', 'der', 'zauber']",7
412,"['lege', 'wohnen', 'friends', 'trinket', 'scheinender']","['lyric', 'ganzlich', 'abgelegt', 'in', 'kommet']","['soll', 'zeit', 'dort', 'ich', 'mc']",5
414,"['rieger', 'elsa', 'friends', 'voile', 'wellenritt', 'verstrickte', 'sommerfenster', 'bittersüß']","['lyric', 'atemgleich']","['zuvor', 'bauscht']",8
417,"['entblättern', 'delalune', 'claire', 'nächte', 'friends', 'daslichste']","['lyric', 'abschiedsnah', 'umwebt', 'zartem']","['kein', 'und', 'alle', 'mich']",6
419,"['fiel', 'dichterhimmel', 'langsam', 'frau', 'kirschblüte', 'die']","['friends', 'schaumgekrönten', 'lyric', 'lylo']","['eines', 'tages', 'einer', 'das']",6
421,"['friends', 'petros', 'wachstum', 'nebelfrau', 'klarheit']","['lyric', 'abgelegt', 'nackter', 'bedanke', 'erfüllung']","['das', 'ziel', 'schönheit', 'es', 'wir']",5
422,"['das', 'virago', 'mel', 'petros', 'eigenes']","['liebe', 'lg', 'erfüllung', 'okt', 'grüße']","['ziel', 'schönheit', 'es', 'wir', 'ein']",5
424,"['friends', 'immer', 'petros', 'wieder', 'anfängergeist', 'enden', 'bedanke']","['lyric', 'abgelegt', 'jun']","['natur', 'antwort', 'geschenk']",7
425,"['petros', 'lg', 'vergänglichkeit', 'schmucklos', 'mimosen', 'knicken', 'anfängergeist', 'streuen']","['by', 'düfte']","['saft', 'äste']",8
427,"['miro', 'friends', 'perlenbestickt', 'gewässern', 'ansässig', 'femme', 'fatale', 'erweckt']","['lyric', 'abgelegt']","['zahlreichen', 'muscheln']",8
428,"['miro', 'zahlreichen', 'perlenbestickt', 'gewässern', 'ansässig', 'erweckt', 'arten', 'jun']","['by', 'in']","['see', 'traumüber']",8
430,"['aufgetragen', 'stein', 'ich', 'sie', 'getragen', 'fester', 'und', 'morgengrauen']","['dich', 'sternen']","['haus', 'weiß']",8
432,"['gedichtekarussell', 'geht', 'magen', 'und', 'teller', 'poetisch', 'martina']","['frivolities', 'lg', 'den']","['ähnlich', 'ja', 'mutter']",7
435,"['anstrengend', 'siesta', 'frivolities', 'sightseeing', 'massiertest', 'legtest']","['blütenkranz', 'lylo', 'campari', 'abgelegt']","['wirt', 'nahmen', 'lächelte', 'duftenden']",6
438,"['spanisch', 'geburtstagsfest', 'frivolities', 'du']","['manchega', 'klatschtest', 'camarero', 'lylo', 'rioja', 'reichtest']","['glas', 'leer', 'tisch', 'da', 'es', 'mir']",4
439,"['mai', 'spanisch', 'geburtstagsfest', 'frivolities', 'ich']","['lylo', 'sensatione', 'emotione', 'gast', 'du']","['glas', 'leer', 'zu', 'wochenende', 'tisch']",5
441,"['frivolities', 'frühling', 'straßencafe', 'grauhaarige']","['begreifende', 'lylo', 'cremefarbenen', 'aufblitzt', 'führst', 'abgelegt']","['scheint', 'endlich', 'wundern', 'nebentisch', 'kaffeetasse', 'gewartet']",4
444,"['öl', 'zitronensaft', 'träufelte', 'branzino', 'meinen', 'feb']","['lylo', 'abgelegt', 'by', 'in']","['und', 'darauf', 'knoblauch', 'ab']",6
445,"['öl', 'darauf', 'zitronensaft', 'träufelte', 'knoblauch', 'branzino', 'sorgfältig', 'frivolities']","['sonnenpünktchen', 'fischlokal']","['seine', 'und']",8
447,"['inspired', 'neste', 'morgentrost', 'morgenrad', 'morgenpuls', 'schoßes']","['lyric', 'lylo', 'mitlichem', 'abgelegt']","['den', 'dreht', 'durch', 'gebiert']",6
448,"['es', 'gell', 'grüße', 'den', 'wortmeer', 'inspired', 'liebe']","['lylo', 'lyric', 'neste']","['hinein', 'alltag', 'kennen']",7
449,"['grüße', 'mai', 'liebe', 'hammerburner', 'antwortgedicht', 'altaa']","['lylo', 'fabian', 'uta', 'petros']","['ursprüngliche', 'rockt', 'ma', 'bude']",6
452,"['berührt', 'erde', 'himmel', 'inspired', 'sehnsuchtsaugen', 'nebelfingern', 'leibesfrucht']","['lyric', 'abgeernteter', 'lylo']","['die', 'verheißen', 'lichen']",7
453,"['leibesfrucht', 'frucht', 'worte', 'dass', 'dh', 'usw', 'auslösen', 'wort']","['gedichte', 'die']","['reaktionen', 'ist']",8
455,"['erde', 'himmel', 'inspired', 'rohe', 'feuerzungen']","['lyric', 'lylo', 'novembermorgen', 'mitlichem', 'abgelegt']","['pochen', 'schlund', 'blutes', 'saugt', 'windet']",5
456,"['tod', 'bon', 'natur', 'fulminant', 'der', 'abgenutzt']","['nov', 'bonanzamargot', 'naturgewalt', 'gruß']","['aber', 'ist', 'nicht', 'sonntag']",6
458,"['diesen', 'morgen', 'inspired', 'verflimmert']","['lyric', 'sommerrosen', 'lylo', 'nachtgedanken', 'mitlichem', 'abgelegt']","['wenn', 'an', 'säuseln', 'strecken', 'punkte', 'lichte']",4
459,"['aug', 'morgen', 'berührt', 'angelface', 'herraermel', 'gast', 'flügel', 'vorging']","['maier', 'helmut']","['die', 'kurzem']",8
461,"['ton', 'inspired', 'murmelndes', 'gewunden', 'geflecht', 'wortverliebt']","['lyric', 'lylo', 'mitlichem', 'abgelegt']","['rosenkranz', 'gebet', 'entrinnen', 'stilles']",6
463,"['musik', 'inspired', 'lyrik', 'beatmet', 'erahne', 'jubilieren']","['lyric', 'lylo', 'mitlichem', 'abgelegt']","['summen', 'seufzt', 'und', 'liedern']",6
464,"['musik', 'gedicht', 'jun', 'uta', 'kompliment', 'inspired']","['lylo', 'gruß', 'wortrn', 'königindernacht']","['erneut', 'und', 'lyrik', 'ein']",6
466,"['inspired', 'äcker', 'verspreche', 'neugierigen', 'barfuss', 'erfülle']","['lyric', 'lylo', 'abgelegt', 'vorspiel']","['rund', 'blühenden', 'landschaft', 'gleicher']",6
467,"['miro', 'ich', 'jun', 'einnisten', 'unterlandes', 'seidenweichen']","['friendslyrik', 'ansteigende', 'bewässern', 'grins']","['bei', 'aufgenommen', 'leicht', 'werken']",6
469,"['spürte', 'inspired', 'nacht', 'haar', 'süßte', 'wallen', 'undercover']","['lyric', 'lylo', 'abgelegt']","['die', 'ich', 'bedingung']",7
470,"['spürte', 'inspired', 'ich', 'nacht', 'haar', 'mrz', 'süßte', 'schmelz']","['lyric', 'lylo']","['die', 'norden']",8
473,"['kost', 'kocherei', 'topf', 'lebe', 'inspired', 'mrz']","['lyric', 'streicheltopf', 'gedankenwünsche', 'flanier']","['hoch', 'ich', 'schmackhafte', 'zahllos']",6
476,"['provence', 'der', 'mauer', 'bauche', 'bunten', 'inspired']","['lyric', 'schwalbennestern', 'rezitiertest', 'lylo']","['tisch', 'freunde', 'deren', 'für']",6
478,"['schlaflos', 'bedeutet', 'schreilos', 'farblos', 'inspired', 'versuchtes', 'schattenbilder', 'blutarm']","['lyric', 'lylo']","['trostpflaster', 'blutet']",8
479,"['letters', 'weihnachtsnah', 'warmem', 'sternenbestickt', 'glöckchenklang', 'flockenweise']","['lylo', 'samtet', 'love', 'abgelegt']","['dunkelblau', 'christkinds', 'denk', 'wiegt']",6
482,"['er', 'signora', 'tischchen', 'pippo', 'kleinen', 'letters']","['lylo', 'vorbeiflaniert', 'linksschwung', 'leuchtendrotes']","['ja', 'auf', 'die', 'hier']",6
483,"['erinnerungen', 'luna', 'ich', 'jun']","['lylo', 'lg', 'weinig', 'lieblingscousine', 'alltagsgefühl', 'alltagsform']","['es', 'auch', 'ja', 'ort', 'zu', 'der']",4
485,"['dich', 'egal', 'sehe', 'ich', 'bist', 'du', 'denke', 'letters']","['deine', 'spüre']","['wo', 'neben']",8
488,"['freundin', 'und', 'prosy', 'mich', 'weiche']","['letters', 'meine', 'lylo', 'nerzchen', 'lichterchen']","['nie', 'er', 'roman', 'seiner', 'sagte']",5
489,"['freundin', 'und', 'prosy', 'mich', 'weiche']","['meine', 'nerzchen', 'lichterchen', 'kohlestückchen', 'goldpünktchen']","['nie', 'er', 'roman', 'seiner', 'sagte']",5
491,"['sprechen', 'dich', 'will', 'wie', 'ich', 'legst', 'deiner', 'letters', 'du']",['deines'],['sie'],9
492,"['sprechen', 'ich', 'dich', 'will', 'wie']","['gefühlsausdruck', 'blumiges', 'liebeslyrik', 'deiner', 'du']","['wochenende', 'schweigen', 'was', 'bei', 'wiederhole']",5
494,"['flügel', 'bist', 'mrz']","['lylo', 'liebesflug', 'entschwebt', 'frühlingshauch', 'traumtänzer', 'pirouetten', 'abgelegt']","['lässt', 'doch', 'ich', 'wirbeln', 'tönt', 'lädt', 'leiser']",3
495,"['flügel', 'xxx', 'sprachlos', 'letters', 'wunderbar', 'sparchlos']","['lg', 'dir', 'liebesflug', 'lylo']","['zu', 'es', 'macht', 'verleiht']",6
496,"['flügel', 'letters', 'schnallen', 'liebesflug', 'torkeln']","['lylo', 'love', 'abgelegt', 'neidisch', 'lenken']","['weiß', 'jetzt', 'machten', 'zuviel', 'gewollt']",5
497,"['hast', 'du', 'bist', 'mich', 'feb']","['lylo', 'stürzest', 'hinaufgestürmt', 'einundzwanzigster', 'hochseil']","['februar', 'und', 'die', 'der', 'überschwemmt']",5
498,"['februar', 'und', 'wohlverdienten', 'ungeahnten', 'gratuliere', 'liepste']","['einundzwanzigster', 'lylo', 'du', 'hast']","['manchmal', 'dem', 'schwerlich', 'feuchter']",6
499,"['februar', 'hast', 'einundzwanzigster', 'du', 'bist', 'letters', 'mich']","['stürzest', 'hinaufgestürmt', 'lylo']","['und', 'die', 'der']",7
500,"['letters', 'sieger', 'reiseproviant', 'verlässt', 'erwünscht', 'verständnis']","['lylo', 'love', 'abgelegt', 'feb']","['bleiben', 'wirst', 'kraft', 'kommentare']",6
501,"['wohnst', 'letters', 'köcheln', 'du', 'erwünscht']","['lylo', 'liebe', 'love', 'abgelegt', 'in']","['stets', 'gebaut', 'sorgsam', 'gewiss', 'herd']",5
502,"['glg', 'paulchen', 'leg', 'gib', 'letters', 'spüren', 'deine', 'schoß']","['in', 'dich']","['lass', 'kopf']",8
503,"['leg', 'gib', 'letters', 'spüren', 'deine', 'schoß']","['in', 'dich', 'lylo', 'love']","['lass', 'kopf', 'möchte', 'diesen']",6
504,"['bin', 'der', 'die', 'ich', 'dich', 'das', 'liebt', 'letters', 'deine']",['erkämpfst'],['über'],9
505,"['heut', 'blut', 'meinem', 'wegemale', 'sieges', 'hautfetzen', 'errungen']","['lyric', 'lylo', 'abgelegt']","['zeichnungen', 'gebissen', 'fahnen']",7
506,"['rückt', 'ver', 'rückst', 'starr', 'verrückt', 'mich', 'verrücken']","['du', 'lylo', 'gleichzusetzen']","['sich', 'unverrückbar', 'philosophien']",7
509,"['sei', 'frei', 'vorbei', 'unfrei', 'experiments', 'gefühlsduselei', 'duselei']","['lyric', 'lylo', 'abgelegt']","['was', 'niemals', 'hinter']",7
510,"['sei', 'frei', 'vorbei', 'unfrei', 'gefühlsduselei', 'duselei', 'experiments']","['liebe', 'lyric', 'lylo']","['was', 'niemals', 'hinter']",7
512,"['ketten', 'kettenliebe', 'experiments', 'kettenleben', 'gekettetes', 'gekettete', 'liebe']","['lyric', 'lylo', 'abgelegt']","['geliebte', 'okt', 'leben']",7
515,"['möchte', 'sternenfrühstück', 'morgenauferstehung', 'liebestode']","['lyric', 'nächtigung', 'herzensreste', 'dich', 'lylo', 'love']","['mit', 'zerzausten', 'vererben', 'sollst', 'schliefe', 'kaufen']",4
516,"['scheue', 'kamera', 'gemerkt', 'fabulös', 'experiments', 'schrei', 'okt', 'kamerascheu']","['lyric', 'lylo']","['kein', 'sieht']",8
517,"['kein', 'experiments', 'schrei', 'hoffnungslos', 'blicklos', 'wortlos', 'wfschmid']","['lyric', 'lylo', 'abgelegt']","['wut', 'los', 'hoffnung']",7
518,"['experiments', 'wortklingender', 'tonsinn', 'stimmenklang', 'sinnklänge', 'schreibklang', 'ohrschmeichelnder', 'lesenssinn', 'lesensklang']",['lyric'],['wortklang'],9
519,"['wfschmid', 'experiments', 'wortklingender', 'tonsinn', 'stimmenklang', 'sinnklänge', 'schreibklang', 'ohrschmeichelnder', 'lesenssinn']",['lyric'],['wortklang'],9
521,"['zauberern', 'vorschiebst', 'stampfst', 'seiltänzern', 'schaukle']","['lyric', 'kinderwiege', 'ballst', 'lylo', 'love']","['unterlippe', 'ungerechtigkeiten', 'trotzig', 'tigern', 'manne']",5
522,"['rot', 'der', 'die', 'openbook', 'mitschreiben', 'kuß', 'explodieren', 'bluts', 'markise']",['games'],['wundert'],9
525,"['bin', 'der', 'rot', 'die', 'das', 'dich', 'ich', 'feb']","['lylo', 'in']","['sorglos', 'und']",8
526,"['rot', 'games', 'schlägt', 'umhülle']","['lyric', 'fieberschauern', 'lylo', 'krustet', 'spielbrett', 'grobes']","['das', 'qual', 'näht', 'krallen', 'kampfes', 'höllenfeuer']",4
528,"['weiß', 'will', 'games', 'dich', 'ich']","['deiner', 'in', 'du', 'lyric', 'wolkenbett']","['sollen', 'das', 'wie', 'händen', 'die']",5
529,"['weiß', 'morgen', 'freue', 'ich', 'kommentierst', 'bie', 'dir']","['lylo', 'vorbeischaust', 'vorbeizuschauen']","['jeden', 'beider', 'will']",7
531,"['schwarz', 'spüren', 'will', 'die', 'du', 'lerne', 'maske', 'games']","['deinen', 'deine']","['fliegen', 'wie']",8
532,"['schwarz', 'spüren', 'will', 'die', 'stolzer', 'schwarzträger', 'du', 'schattenwolf']","['deinen', 'games']","['lerne', 'ich']",8
535,"['würme', 'highlight', 'formulierungen', 'aug', 'uta', 'betrifft', 'mich', 'kisses']","['lylo', 'gruß']","['lebe', 'ich']",8
538,"['kisses', 'wolkenküsse', 'nachtkleides', 'gedankenhimmel', 'liebesflüstern', 'ergießen']","['lyric', 'lylo', 'abgelegt', 'in']","['breiten', 'zaubern', 'schweben', 'schwarzen']",6
540,"['beiträge', 'aug', 'bemoost', 'lust', 'flutet']","['lyric', 'lylo', 'abgelegt', 'verlangens', 'kisses']","['streicht', 'moos', 'verfassen', 'quelle', 'neuere']",5
541,"['verträumte', 'kisses', 'küsse', 'traumbrücken', 'nischen', 'schmelzen']","['lyric', 'lylo', 'abgelegt', 'vorspiel']","['spur', 'köstlich', 'morgens', 'hals']",6
543,"['kisses', 'sternenregen', 'sternenküsse', 'samtet', 'mantel', 'flügel']","['lyric', 'lylo', 'abgelegt', 'jun']","['dunklen', 'tragen', 'wachsen', 'fallen']",6
546,"['suchen', 'deinen', 'meine', 'sehnsuchtsworte', 'morgensonnennacktheit', 'morgendämmerung', 'geflüster', 'torkeln']","['erwachens', 'deine']","['finden', 'tasten']",8
547,"['unser', 'kisses', 'dein', 'bein', 'umschlingt', 'umfängt', 'nacht']","['lyric', 'lylo', 'abgelegt']","['schlägt', 'arm', 'ist']",7
549,"['kirschblüte', 'kisses', 'verliebte', 'schneeweiß', 'küsstest', 'frühlingshänden', 'bedecktest']","['lyric', 'lylo', 'abgelegt']","['erwachte', 'träume', 'meine']",7
