dir,common,corpus,blog,com_count
468,"['bitte', 'zuzuhören', 'vorzutragen', 'vorzulesen', 'sonstwas', 'gelesenes']","['anregenden', 'anmeldung', 'kalina', 'anlauf']","['was', 'wichtiges', 'besprechen', 'beitragen']",6
469,"['voraus', 'sekunden', 'minuten', 'stunden', 'sind', 'um', 'den', 'die']",[],[],8
471,"['steht', 'spaten', 'männlein', 'labert', 'verstehn', 'zungen', 'weiterziehn', 'dingen', 'stumm']",['fremden'],['erzählt'],9
473,"['schön', 'zwischendrinn', 'umzusehen', 'rannte', 'jogger', 'wenns']","['gefieder', 'gibts', 'rennen', 'bunt']","['schönsten', 'fell', 'um', 'gefallen']",6
479,"['ich', 'die', 'weiterlesen', 'und', 'um']","['eure', 'kalina', 'euch', 'rindes', 'ihr']","['hier', 'das', 'den', 'der', 'über']",5
480,"['egal', 'eilen', 'stop', 'zeit', 'rennen', 'schnaufen', 'holpern', 'niemals', 'stolpern', 'lieber']",[],[],10
481,"['mankell', 'afrika', 'verleihliste']","['rassenkonflikte', 'pattison', 'nahebringt', 'lebensbedingungen', 'lebenssinn', 'leoparden', 'tibet']","['von', 'die', 'der', 'er', 'zusammenleben', 'wecken', 'verlorenen']",3
482,"['mankell', 'afrika', 'verleihliste']","['rassenkonflikte', 'pattison', 'nahebringt', 'lebensbedingungen', 'lebenssinn', 'leoparden', 'tibet']","['von', 'die', 'der', 'er', 'zusammenleben', 'wecken', 'verlorenen']",3
483,"['regenwurm', 'scheisst', 'reisst', 'oje', 'bänger', 'bang', 'immer', 'seh', 'denk']",['er'],['länger'],9
484,"['osterglocken', 'klitzekleines', 'rosen', 'tulpen', 'hocken', 'loch', 'sonnenschein', 'socken', 'garten', 'im']",[],[],10
485,"['und', 'ich', 'er']","['raubritter', 'popeln', 'fahrradanhänger', 'sprintet', 'mittellos', 'mannen', 'hoff']","['zu', 'mir', 'die', 'da', 'gut', 'ein', 'nur']",3
486,"['wintergarten', 'wolltest', 'du', 'lieber', 'triebe', 'wintergärten', 'kämst', 'betrachteten']","['ruhn', 'sass']","['schwitzen', 'dir']",8
487,"['shanghai', 'damals', 'sauerei', 'knabberten', 'kai', 'fühlten', 'sassen', 'riesen']","['hai', 'weisst']","['denkst', 'wir']",8
488,"['große', 'wo', 'verwahrt', 'verlaufen', 'trugbild', 'erinnerungsverdreht', 'wohnte']","['nimmer', 'orten', 'schein']","['innere', 'heimat', 'verkaufen']",7
489,"['zugabe', 'als', 'nur', 'mal', 'so']",[],[],5
490,"['gewinnerin', 'hier', 'simone', 'sie', 'caroline']","['preisausschreibens', 'galloppierte', 'gewinnerinnen', 'gedicht', 'amazone']","['ist', 'noch', 'dein', 'schön', 'schneller']",5
491,"['haarbänder', 'wäscheständer', 'stibitzen', 'räkelten', 'heimlich', 'wonne', 'hingen', 'köpfen']","['dannen', 'trafen']","['konnten', 'sich']",8
505,"['affen', 'giraffen', 'aua', 'du', 'gedicht', 'mal', 'die', 'doch']","['andern', 'abschied']","['zu', 'dicht']",8
506,"['du', 'bist', 'wuscheliger', 'sonderling', 'schnurrenden']","['bohrst', 'aquariumsscheiben', 'obs', 'langweiler', 'bewegungsdrang']","['dich', 'wärs', 'stürmt', 'regnet', 'rate']",5
507,"['als', 'ich', 'waltons', 'verpasst', 'fünkchen', 'daktari', 'chita', 'boy', 'john']",['guckte'],['noch'],9
508,"['mutter', 'kind', 'die', 'freundin', 'das', 'und', 'haare', 'mädchen', 'sie', 'haar']",[],[],10
509,"['schrauben', 'manche', 'sie', 'schraubenzieher', 'erliegen', 'biegen', 'anstrengen', 'welchem', 'irrtum']",['mal'],['glauben'],9
510,"['ketten', 'gelegt', 'verschlossen', 'riegeln', 'eingegossen', 'beton', 'in', 'beschwert', 'musst']",['steinen'],['wirst'],9
511,"['instant', 'tüten', 'küche']","['inspirationslose', 'energiebällchen', 'meditationshaltung', 'aromastoffen', 'servier', 'käut', 'rettich']","['und', 'ich', 'dann', 'würzen', 'vollmond', 'täuschen', 'stauben']",3
512,"['verbieten', 'sexistisch', 'religiös', 'pranger', 'karrikaturist', 'gesetzlich', 'diskriminiert', 'beschimpft']","['berufsstand', 'zutiefst']","['lassen', 'privat']",8
513,"['großen', 'fragen', 'die', 'letztlich', 'entäuschend', 'antworten', 'auf', 'rund']","['klein', 'gedicht']","['erde', 'niemand']",8
514,"['tränensäcke', 'teebeutel', 'schulzwang']","['hussen', 'geschuppt', 'anzuschreien', 'brötchentüte', 'gären', 'tach', 'aufgedreht']","['zuerst', 'wichtigste', 'tokio', 'song', 'mülleimer', 'lautstark', 'jährigen']",3
515,"['afrika', 'gestern', 'würdigte', 'tierchen', 'mittagsschmaus', 'kross', 'durchgebraten']","['nähme', 'blickes', 'gewähren']","['ich', 'keines', 'harten']",7
520,"['schorsch', 'euch', 'vorenhalten', 'liebende', 'geniale', 'blogspot', 'aschermittwoch']","['kalina', 'ausser', 'leserinnen']","['com', 'nette', 'köpfe']",7
521,"['vorgetragenene', 'trostpreise', 'telinehmerin', 'spontandichten', 'lieblingsgedichte', 'einsendeschluss']","['einsenderinnen', 'dichtungsringen', 'preisausschreiben', 'allgemeines']","['mir', 'live', 'gedichts', 'feier']",6
528,"['gedichte', 'lest', 'euch', 'übermittelteten', 'schönheitsköniginnen']","['einberufenes', 'legalem', 'auslandsaufenthalt', 'fraukalina', 'behelfen']","['leider', 'jetzt', 'zwingt', 'würfeln', 'mails']",5
529,"['fan', 'einmal', 'oli', 'luis', 'tschö', 'fernseher', 'wunderschön', 'wandern', 'andern']",['geh'],['sein'],9
530,"['mail', 'gedichtabo', 'unermüdlich', 'kostenlos', 'dienste', 'betreff', 'mailadresse', 'netcologne']","['leserschaft', 'kalina']","['schreibe', 'möchte']",8
531,"['voran', 'pferderücken', 'durch', 'wallen', 'taillenlang', 'steppen', 'preschend', 'halse']","['nacht', 'ebenen']","['wild', 'vollem']",8
532,"['mail', 'gedichtabo', 'unermüdlich', 'kostenlos', 'dienste', 'betreff', 'mailadresse', 'netcologne']","['leserschaft', 'kalina']","['schreibe', 'möchte']",8
534,"['sieger', 'und', 'rasen', 'gemeinsam', 'schiesst']","['fußballgedicht', 'beizuwohnen', 'gebangt', 'liese', 'tänzeln']","['sie', 'verfolgen', 'nationen', 'grüner', 'gespendet']",5
535,"['ihr', 'preisfrage', 'mogeln', 'lieblingsgedicht', 'kalinasches']","['hauptgewinner', 'eingentlich', 'einsendefrist', 'beschürzt', 'preisausschreiben']","['essen', 'verlängert', 'scheisse', 'pfeifen', 'mangelnden']",5
536,"['streitet', 'geflügel', 'garten', 'verdattert', 'geschnattert', 'uriniert', 'rümpft']","['gepiekst', 'eichhorn', 'geniert']","['es', 'wendet', 'igel']",7
537,"['hatte', 'verging', 'träublein', 'traube', 'rosinentüte', 'pläne', 'güte', 'stolze']","['andren', 'träumte']","['schönheit', 'glatt']",8
538,"['preisausschreiben', 'vergesst', 'zum', 'gedicht', 'gewinnen', 'nicht', 'das', 'schaut', 'unter', 'gibt']",[],[],10
539,"['schwäne', 'fliegen', 'tief', 'himmel', 'stutzig', 'putzig', 'pimmellos', 'pimmel', 'luftspiegelung']",['geflügel'],['huch'],9
549,"['ich', 'was', 'mutter', 'coole', 'sicherlich', 'kinder']","['popken', 'übergewichtigen', 'selbstbwusstsein', 'junggebliebene']","['wurde', 'echt', 'bei', 'gesicht']",6
550,"['mutter', 'kind', 'ich', 'und', 'das', 'kann', 'lappen']","['küchenbank', 'wegmachen', 'du']","['ja', 'in', 'wasser']",7
551,"['ich', 'giochi', 'die', 'di', 'und', 'il', 'den', 'kalina']","['frau', 'der']","['jahr', 'bei']",8
552,"['tag', 'zerfurcht', 'trostlosen', 'stetig', 'sickern', 'neonlichtern', 'nachtcreme', 'gegerbt', 'abzuwehren']",['schmieren'],['unglück'],9
554,"['topflappen', 'häkeln']","['reimlein', 'häkelrunde', 'hinauspurzelt', 'gelungenens', 'geistschwatzebene', 'ausgewalzt', 'aufgeribbelt', 'kontrollierbaren']","['beschäftigt', 'werden', 'geist', 'ist', 'wird', 'es', 'und', 'überlegen']",2
555,"['sauwetter', 'nasswerden', 'arbeitsstätte', 'richtig', 'neuen', 'leute', 'so', 'kurz']","['liebe', 'weg']","['also', 'meiner']",8
556,"['ich', 'ess', 'möhren', 'stifteln', 'schrappen', 'scheiberln', 'kniften']","['beiss', 'reinbeisst', 'betören']","['gerne', 'hab', 'orange']",7
557,"['günni', 'zugesagt', 'abgesagt', 'hat', 'caroline', 'innen', 'teilnehmer', 'und', 'andrea']",['lesesalon'],['neues'],9
558,"['zeit', 'oder', 'freizeit', 'freie', 'wie', 'autos', 'auch']","['halbtags', 'reparatur', 'schimpfen']","['mann', 'und', 'ich']",7
559,"['guten', 'sonntag', 'morgen', 'lieber', 'wochenend', 'könnens', 'drängelt']","['dienstg', 'angeschubst', 'gedränge']","['starten', 'samstag', 'donnerstag']",7
560,"['voll', 'weia', 'au', 'ankommen', 'abstand', 'dichte', 'wonnen', 'neuer', 'erstmal']",['themen'],['drin'],9
561,"['hab', 'wie', 'worte', 'ich', 'in', 'lesezeichen', 'innen', 'enkel']","['unkel', 'gedicht']","['einen', 'link']",8
562,"['tell', 'wellershoff', 'vortrag', 'liebesfluchten', 'dieter', 'internet', 'holzfällen', 'bernhard', 'thomas']",['gedichte'],['dank'],9
563,"['älterwerdens', 'schmitt', 'noah', 'kürty', 'ildiko', 'frauseins']","['emanuel', 'suter', 'caroline', 'eric']","['witzige', 'schweizer', 'krimis', 'kommissar']",6
564,"['momente', 'fast', 'ich', 'hätte', 'vorbei', 'streifen', 'schmetterlingsflügel']","['schmecke', 'ahne', 'wehen']","['gibt', 'welten', 'sprachen']",7
565,"['gefrierbrand', 'kalten', 'ich', 'weiss', 'zugeschweisst']","['tiefkühlgut', 'nachgesehn', 'dubidubidu', 'duuu', 'horte']","['hand', 'ganzen', 'was', 'ein', 'yeah']",5
566,"['veröffentlicht', 'lieblingsautoren', 'irving', 'gedulden', 'taschenbuch', 'john', 'bis', 'hoffe']","['werk', 'erscheint']","['seiten', 'dass']",8
568,"['unterschiedlichsten', 'ideen', 'abwechslungsreichen', 'lesefreundinnen', 'freunde', 'freu', 'annette', 'lesesalon']","['eure', 'euch']","['kommen', 'mit']",8
569,"['heisst', 'nennt', 'sie', 'zurechtkommen', 'sprachkurs', 'kid']","['fat', 'cat', 'child', 'dog']","['schon', 'woman', 'werdet', 'schwerer']",6
570,"['manchen', 'tagen', 'vollbringen', 'seidig', 'samtweich', 'glücksperlen', 'geschmeidig', 'ertragen']","['fühl', 'schmeckt']","['bauch', 'scheinen']",8
571,"['chef', 'ich', 'faktor', 'wochen', 'kindesvater', 'arbeitsaufkommens', 'wegen', 'mir']","['hohen', 'probezeit']","['des', 'also']",8
573,"['zafòn', 'ruiz', 'mitch', 'carlos', 'albom', 'windes']","['mankell', 'leoparden', 'henning', 'lesesalon']","['gekauft', 'fünf', 'begegnen', 'schatten']",6
591,"['weichgespült', 'und', 'gedicht', 'tag', 'mandala', 'blütenweiss']","['nässer', 'fleucht', 'seelensalbe', 'kreucht']","['abend', 'am', 'welt', 'ich']",6
592,"['araltankstelle', 'mein', 'topf', 'gedicht', 'dich', 'du']","['einst', 'pferdehimmel', 'eínfach', 'umgibst']","['ich', 'bist', 'so', 'der']",6
593,"['und', 'weiterlesen', 'es', 'sie', 'küssen', 'küsst', 'jäger', 'erlösung', 'sehnen']",['mauern'],['zu'],9
604,"['ich', 'zugesagt', 'abgesagt']","['günni', 'lesesalon', 'caroline', 'annette', 'teilnehmer', 'andrea', 'euch']","['gefragt', 'oder', 'hat', 'und', 'jetzt', 'habe', 'innen']",3
605,"['zahlreich', 'susanne', 'leseratten', 'angemeldet', 'euch', 'teilnehmerliste']","['günni', 'caroline', 'kalina', 'freu']","['liebe', 'dank', 'mai', 'maria']",6
606,"['kleider', 'ins', 'streifte', 'lehnte', 'gespenster', 'altkleidersack', 'hingen']","['sonnenstrahl', 'andre', 'gehn']","['zwei', 'sahen', 'gespräch']",7
607,"['eure', 'weitergeben', 'micky', 'lesestoff', 'kurztrip', 'holland', 'büchertips']","['osterferien', 'lesesalon', 'lest']","['verschieben', 'angesprochen', 'hefte']",7
608,"['die', 'mal', 'verfüge', 'verbindliche']","['tinnen', 'lesebegeisterte', 'gedichtabo', 'netcologne', 'bahnhofsbuchhandlung', 'osterferien']","['seiten', 'kann', 'haben', 'da', 'holen', 'begrenzten']",4
609,"['sagte', 'er', 'verglich', 'koniferen', 'preise', 'schwören', 'spät', 'bitte', 'lass']",['sie'],['ist'],9
610,"['schmelzen', 'schlucken', 'worte', 'beim', 'wohlig', 'verbinden', 'sätzen', 'pelzig', 'pelzen']",['wunden'],['zunge'],9
612,"['überrannt', 'windschutzwände']","['strandpavillons', 'softeisen', 'schleckend', 'pommestüten', 'labyrinthen', 'trampoline', 'fensterlos', 'exklusivität']","['heute', 'und', 'wir', 'am', 'zu', 'etwas', 'uns', 'versteckt']",2
613,"['pose', 'set', 'posen', 'ein', 'aldi', 'bein']","['wobbler', 'superprodukt', 'posenset', 'playboybunny']","['richtige', 'die', 'lächeln', 'hinten']",6
614,"['pack', 'tüten', 'tu', 'rosenblüten', 'mögest', 'hundertausend', 'dir', 'meine', 'verwahren', 'liebe']",[],[],10
615,"['seite', 'gelandet', 'hier', 'weiss']","['wiederlichen', 'schweineseiten', 'leserinnnen', 'laserstrahl', 'rumsurfen', 'entrüstete']","['sehen', 'über', 'ich', 'werden', 'ihr', 'und']",4
616,"['weltfrauentag', 'verlinkung', 'shtml', 'ordentlichen', 'nachzulesen', 'ksta', 'html', 'gewusst', 'artikel']",['gelernt'],['www'],9
617,"['danke', 'ich', 'haben', 'denen', 'projekt', 'gehalten', 'mich']","['gedicht', 'reflektionsebene', 'gerührte']","['geworden', 'es', 'jahr']",7
628,"['jetzt', 'nun', 'nicht', 'aber', 'doch']",[],[],5
629,"['er', 'umschifften', 'treppenerklimmendes', 'schlafwandlerischer', 'mantelrascheln', 'lichtglanzbeschlagene']","['konkurrierender', 'kanugroßen', 'flaumigweichen', 'hundehaufen']","['windigen', 'resigniert', 'mantelkragen', 'luftschichten']",6
630,"['vers', 'dieser', 'verzeiht', 'konsum', 'glasesgrund', 'entstand', 'ihn', 'schrieb', 'bier']",['fand'],['na'],9
631,"['unbefleckt', 'umhüllt', 'schrillt', 'geblendet', 'blinzeln', 'beschmiegen', 'verstellt', 'unverlangten']","['traumesglanz', 'glocke']","['bildern', 'noch']",8
634,"['krabbenbrötchen', 'füßen', 'breit', 'übelkeit', 'meinen', 'macht', 'vor', 'von', 'sich', 'ein']",[],[],10
636,"['mögen', 'grunde', 'entlang', 'strand', 'am', 'im', 'das', 'die']",[],[],8
639,"['ordnet', 'gehüllt', 'gedrückt', 'durchdringende', 'bleischwer', 'befreiend', 'schrei', 'seele']","['schweigen', 'armseliges']","['neu', 'unten']",8
650,"['reziprok', 'konversiv', 'er', 'bleibt', 'verknickt', 'verkannt', 'sehnsuchtsfaktor', 'redundant', 'allzugern', 'rückt']",[],[],10
658,"['dannn', 'wirst', 'laß', 'fliegen', 'schranken', 'weisheiten', 'ka', 'gesammelten']","['lin', 'fernöstlichen']","['setzt', 'lieben']",8
659,"['wesel', 'einst', 'tranken', 'rechter', 'hösel', 'fusel', 'beduselt', 'schnösel', 'esel']",['traf'],['fuhr'],9
660,"['manchen', 'man', 'wegen', 'gehen', 'zeitlang', 'auf', 'kann', 'stehn', 'richtung']",['bleibt'],['sehen'],9
661,"['ringend', 'verzweifelt', 'schmerz', 'worte', 'niederzwingend', 'füllt', 'ums', 'ichs']","['andre', 'sag']","['nach', 'eins']",8
686,"['weiterlesen', 'ich', 'sie', 'heut', 'geh']","['weihenacht', 'trompetengeheul', 'schmatzgeräusche', 'schlafanzughose', 'niedrigflieger']","['sah', 'den', 'einer', 'aus', 'denn']",5
687,"['weihnachtsgebäumte', 'warnung', 'straßenecken', 'letzte', 'lamettaahnung', 'heimeligen', 'schrecken', 'autobahn', 'erzählen', 'von']",[],[],10
688,"['kristallene', 'klarheit', 'vergangen', 'tiefster', 'gefühlt', 'erkannt', 'moment', 'wahrheit', 'ein']",[],[],9
689,"['pflücken', 'bereitet', 'lachen', 'ernsten', 'entzücken', 'dichterin', 'großes', 'lippen', 'zu', 'ein']",[],[],10
690,"['war', 'karaoke', 'bar', 'fühlten', 'alles', 'einander', 'gedränge', 'wunder', 'nah', 'wunderbar']",[],[],10
691,"['vögelchen', 'átom', 'ánnette', 'vögelchenlange']","['weiss', 'schonbevor', 'piepsagte', 'mondänität', 'herbstlaubeinfachvon', 'eswie']","['ich', 'das', 'könnte', 'zuversicht', 'verleiht', 'umgibt']",4
703,"['handschuhe', 'gedicht', 'istanbul', 'sie']","['tupperparty', 'salznasser', 'morgenerrötende', 'hauptstädtern', 'hauptstadtgedanken', 'einhandsegelei']","['lächeln', 'nach', 'er', 'liebe', 'ich', 'zurück']",4
704,"['wachsen', 'stunden', 'vielarmig', 'umranken', 'florale', 'pickel', 'teppich', 'muster', 'schweigen']",['aus'],['dem'],9
705,"['siehst', 'ihn', 'schleichen', 'pflastern', 'mäuseleichen', 'lebend', 'gänge', 'beklagen']","['grabe', 'maus']","['tod', 'einzige']",8
706,"['spriessen', 'tage', 'manchmal', 'vergehen', 'schiessen', 'kraut', 'glaubts', 'geordneten', 'beeten']",['unkraut'],['womöglich'],9
707,"['ausgeträumten', 'träume', 'grab', 'tuka', 'taka', 'kerze', 'angezündet', 'abgelegt', 'blume', 'land']",[],[],10
708,"['sie', 'bügeln', 'rauchwölkchen', 'obduktionstisch']","['bügelte', 'nahrungsergänzungsmittel', 'aufstiegen', 'redaktionsleiter', 'bügeleisen', 'gebügelt']","['hatte', 'alles', 'einmal', 'man', 'überdosis', 'unregelmäßigen']",4
709,"['zierlichen', 'untergehenden', 'schlitternd', 'hustete', 'herbstsonne', 'auswurf', 'sicherheit', 'versuchte', 'füße', 'bringen']",[],[],10
710,"['stein', 'verklingt', 'lautlos', 'fährmann', 'der', 'ton', 'nebel', 'sinkt', 'ein', 'fern']",[],[],10
712,"['lesezeichen', 'empfehle', 'bücherleser', 'bookhooks', 'basteln', 'schöne', 'innen', 'ihnen', 'kinder']",['welche'],['keine'],9
713,"['link', 'tip', 'sibylleberg', 'schicken', 'nich', 'ch', 'klappt', 'newsletter']","['melden', 'lasst']","['et', 'www']",8
714,"['weiterlesen', 'weckerklingeln', 'brote', 'schmieren', 'dunkelheit']","['tränenschlieren', 'synchronschwimmen', 'dideldei', 'blumenvasen', 'begeneten']","['in', 'den', 'die', 'der', 'sitzen']",5
715,"['gruppen', 'kleinen', 'verdrängten', 'suppen', 'löffeln', 'kochten', 'sie', 'müssen', 'ende']",['allein'],['wissen'],9
716,"['überkäme', 'verängstigten', 'solidarität', 'schokokeksessend', 'mienen', 'marsch', 'krümelnderweise', 'praktikantin']","['redaktionsleiter', 'benimmt']","['studieren', 'gilt']",8
717,"['überkäme', 'verängstigten', 'solidarität', 'schokokeksessend', 'mienen', 'marsch', 'krümelnderweise', 'praktikantin']","['redaktionsleiter', 'benimmt']","['studieren', 'gilt']",8
718,"['presslufthammer', 'hämmern', 'muss', 'kommt', 'tag', 'der', 'da', 'es']",[],[],8
719,"['sie', 'auf', 'sachen', 'wandregale']","['runterkrachte', 'beistelltischen', 'schutthaufen', 'schäfchenwolken', 'vereinigte', 'presslufthammer']","['die', 'den', 'zigaretten', 'zerlegt', 'zeitspanne', 'wachte']",4
720,"['sie', 'herd', 'zubereitete', 'sämige']","['maurern', 'glockenklarer', 'nahrhaftes', 'presslufthämmern', 'ansprechendes', 'schmackhaftes']","['essen', 'und', 'kinder', 'zarter', 'summend', 'standen']",4
721,"['wetteiferten', 'warben', 'synchronschwimmerweltmeisterschaft', 'rinnsteinpoeten', 'radevormalde']","['grossbildleinwand', 'ereiferten', 'geiferten', 'gebannter', 'endspiel']","['sich', 'versammelt', 'publikums', 'mitteln', 'jährlichen']",5
722,"['wir', 'rinnsteingestalten', 'koffer', 'hingewand', 'dringt', 'beschlagene', 'bangen', 'ziellos', 'frieren']",['dannen'],['falschen'],9
723,"['österliche', 'voreilig', 'tannenbaumbekugelte', 'kontingent', 'kantensitzer', 'glockenstimmen', 'ersteigert']","['dekospirenzchen', 'herrengedeck', 'aufsteigenden']","['größeres', 'gehandelt', 'fallenden']",7
724,"['will', 'butter', 'und', 'gedicht', 'tränen']","['herztür', 'annettchen', 'würstchendose', 'jause', 'tatoo']","['mutter', 'mit', 'sie', 'auf', 'ich']",5
725,"['ich', 'tausch', 'annettes', 'eilt', 'frag', 'wegs', 'geschwind']","['härnchen', 'seht', 'drum']","['wohin', 'ein', 'scheiben']",7
726,"['er', 'endlich', 'wanken', 'tönt', 'stilles', 'schallen', 'pudding']","['gerüstbauer', 'planken', 'abstieg']","['weiter', 'steht', 'leiter']",7
727,"['sum', 'länder', 'lehrer', 'kreisch', 'grossem', 'bienchen', 'beissen']","['mütter', 'wandern', 'hirn']","['filme', 'wände', 'zeigen']",7
728,"['undenkbar', 'streckte', 'kulturen', 'japanische', 'hingab', 'glücksspiel', 'ehepaar', 'denkbar', 'zustände']",['origami'],['fremde'],9
729,"['mehr', 'leben', 'schimmelnden', 'verwesen']","['schmerzend', 'tütensuppen', 'fernsehern', 'verrotten', 'angeschwollen', 'versiegen']","['niemand', 'weil', 'in', 'zeitung', 'wohnungen', 'verschollen']",4
730,"['weiterlesen', 'stein', 'schnetzelt', 'pute', 'ein', 'hätt', 'hausfrau']","['tiefkühlsau', 'abperlten', 'herbstgefühl']","['zeichen', 'der', 'sommer']",7
731,"['fand', 'ich', 'ging', 'zum', 'zehren', 'vernehmen', 'tiefes']","['sehnend', 'erfühlen', 'fliessen']","['was', 'war', 'doch']",7
732,"['jammerlappen', 'knappen', 'schlappen', 'ich', 'berappen', 'atrappen', 'einkassiert', 'ausgelatschten']","['zappen', 'wegs']","['strafe', 'diversen']",8
733,"['kaffekannig', 'begrüßen', 'frohlockend', 'tassen', 'tag', 'den', 'in']",[],[],7
734,"['in', 'gedicht', 'das', 'ich', 'nimmt', 'stift', 'die', 'schweift']","['stahlgrauen', 'simkarten']","['träumen', 'der']",8
735,"['wär', 'würd', 'und', 'ich', 'trügen', 'kräftigem', 'kraftvoll', 'erwartungsfroh', 'erhaben']",['hoffnungsvoll'],['schlag'],9
736,"['verführt', 'sommerschwüle', 'nacht', 'tag', 'wenn', 'den', 'die']",[],[],7
737,"['zivilisation', 'wir', 'kissen', 'nachts', 'kennen', 'weinen', 'die', 'unsere', 'still']",['gedicht'],['wissen'],9
738,"['sehnsüchte', 'geruchsarm', 'entsorgt', 'herbst', 'im']",[],[],5
739,"['zerzaust', 'währt', 'wundersamen', 'schrill', 'götterfunken', 'ertrunken', 'blockflötenchor', 'spieler', 'zerstreut']",['gesang'],['komisch'],9
742,"['erfrischt', 'wälder', 'wiesen', 'weichgezeichnete', 'sonnenentstrahlte', 'hitzeerstarrung', 'erwacht', 'grün']","['wege', 'ahnung']","['atmen', 'erinnern']",8
743,"['weiterlesen', 'sonnenklar', 'fallen']","['weibchendüfte', 'fußballgedicht', 'motzen', 'rotzen', 'rupfen', 'eiter', 'foul']","['alte', 'ob', 'beim', 'zäh', 'zupfen', 'zittert', 'wittert']",3
744,"['besenrein', 'hosenbein', 'fein', 'du', 'nein', 'klein', 'schön', 'leben', 'sein', 'ganz']",[],[],10
745,"['verletzt', 'kinderweinen', 'erklingt', 'raum', 'weit', 'jetzt', 'durch', 'zeit', 'und']",['mein'],['hier'],9
746,"['torchance', 'stoßgebet', 'kehlen', 'gleichwärts', 'favoriten', 'entringt']","['lüften', 'münder', 'fahnen', 'atemlos']","['schwingt', 'blicke', 'anhalten', 'knapp']",6
747,"['blumen', 'spriessen', 'weisheiten', 'ka', 'gesammelten', 'fernöstlichen', 'lin', 'dort', 'aus']",['auf'],['von'],9
748,"['ein', 'männchen', 'hüpft', 'ungewollt', 'trainer', 'ringt', 'mänchen', 'grollt', 'eigentor']",['andres'],['tor'],9
750,"['nasen', 'rote', 'auf', 'sonne', 'welken', 'sonnenbaden', 'hirne']","['britzeln', 'brutzeln', 'garen']","['scheint', 'schirm', 'matten']",7
751,"['tücher', 'die', 'gedicht', 'lappen', 'besen', 'welle']","['stehn', 'stein', 'tuppt', 'traumesland']","['der', 'er', 'stelle', 'und']",6
752,"['werf', 'sorgfältig', 'onduliertes', 'geputzte', 'blumenkästen', 'arrangierte', 'stolz', 'schweift']","['weiss', 'durchs']","['ich', 'geschafft']",8
753,"['weg', 'geh', 'dein', 'gehen', 'den']",[],[],5
754,"['verfing', 'seerose', 'kieloben', 'getrieben', 'haar', 'meinem', 'durch', 'tag', 'bis', 'eine']",[],[],10
755,"['leinen', 'fröstelt', 'mairegen', 'wäsche', 'worden', 'hängt', 'vergessen', 'einmal', 'wieder', 'im']",[],[],10
756,"['essen', 'aldiregal', 'werft', 'verbessern', 'getreide', 'aqua', 'ists']","['weide', 'ausser', 'kuh']","['spielzeug', 'die', 'fische']",7
761,"['dunkeln', 'seltsam', 'wandern', 'wassern', 'umspült', 'hörst', 'wo', 'unbekannten', 'ufern']",['andern'],['beginnen'],9
762,"['pizzamann', 'die', 'und', 'der', 'kindern', 'den', 'potpourri', 'ich']","['gedicht', 'strand']","['ist', 'es']",8
763,"['seine', 'zeit', 'hat', 'wegwerfen', 'steine', 'zunähen']","['inetresaanter', 'ajegliches', 'salomo', 'puhdys']","['herzen', 'ab', 'zerreißen', 'weicht']",6
764,"['verwöhnen', 'speyer', 'nestbau', 'holdes', 'fröhnen', 'flieg', 'entenweib', 'entenmann', 'ente', 'drallen']",[],[],10
766,"['ende', 'man', 'leer', 'leben', 'zähes', 'wirddas', 'stationdes', 'seelezurückgelassen']","['dvon', 'lausig']","['stirbt', 'physisch']",8
767,"['sieh', 'läuft', 'osterhase', 'ausgelacht', 'dir', 'dort', 'zeigt', 'gebracht', 'nase']",['dich'],['nichts'],9
775,"['fliederstrauch', 'unterm', 'lag', 'einst', 'tafelspitz', 'mutterwitz', 'kraulte', 'frieder', 'kochte']",['fürwahr'],['bauch'],9
776,"['weiterlesen', 'ich', 'und', 'es', 'nicht', 'ihr', 'leuchte']","['preisausschreiben', 'geflügel', 'euch']","['bald', 'auf', 'mit']",7
777,"['rindes', 'pralinen', 'schokolade', 'freude', 'rind', 'halme', 'geniessen', 'gemüse']","['spriessen', 'wiese']","['gras', 'schade']",8
778,"['er', 'tier', 'rezitieren', 'lear', 'künstlerisches', 'begabung', 'katerherz', 'hamlet', 'besondres']",['hoff'],['erfahrung'],9
779,"['ich', 'hut', 'hund', 'zersägt', 'morgenstund']","['jägersfrau', 'pirsche', 'halali', 'öhrchen', 'schwänzchen']","['die', 'sie', 'und', 'das', 'jagd']",5
780,"['oh', 'blüht', 'jahr', 'monat', 'heu', 'handumdrehn', 'verwehn']","['vergehn', 'bette', 'flieder']","['stunden', 'und', 'duftet']",7
781,"['fast', 'um', 'weinen', 'ich', 'manchmal', 'sommerwärme', 'frühlingswiese']","['abgezählt', 'blütenblätter', 'erklommen']","['die', 'den', 'muss']",7
782,"['schritt', 'meiers', 'meier', 'ginster', 'geranien', 'etage', 'landet', 'frau', 'überdrüssig']",['heut'],['tat'],9
784,"['politischer', 'phantasievoll', 'jugendliche', 'interpretationsansätze', 'geschichtlicher', 'empfehlenswert', 'verrückte', 'salman', 'rushdie']",['autors'],['erwachsene'],9
798,"['regen', 'wasser', 'rauf', 'lauf', 'gehts', 'runter', 'nimmt', 'seinen', 'welt', 'dieser']",[],[],10
799,"['mutter', 'kind', 'ich', 'und', 'das', 'die', 'noch']","['küchenbank', 'mal', 'lappen']","['ja', 'nicht', 'kann']",7
