dir,common,corpus,blog,com_count
167,"['falls', 'stück', 'her', 'himmel', 'sosein']","['bummerang', 'gedankenmeer', 'hoffend', 'galaxien', 'fokus']","['und', 'diese', 'ich', 'alle', 'richte']",5
168,"['übersiehst', 'notwendigkeit', 'weisheiten', 'ka', 'gesammelten', 'fernöstlichen', 'lin', 'du', 'aus', 'von']",[],[],10
169,"['heiko', 'bett', 'sommer', 'morgens', 'eines', 'im', 'noch']",[],[],7
170,"['zahm', 'willenlos', 'verführen', 'scheitel', 'müttern', 'gehegen']","['lahm', 'eitel', 'sohlen', 'füttern']","['uns', 'vermögen', 'offene', 'künstlichen']",6
171,"['sabine', 'oh', 'biene', 'tiefe', 'hübsche', 'weite', 'fülle', 'diamanten', 'gefühle']",['schranken'],['schönes'],9
172,"['vierzig', 'grad', 'stündlich', 'staubtrockene', 'höchstens', 'schweiss', 'tropfen', 'ansonsten']","['tropft', 'stille']","['bei', 'überhaupt']",8
173,"['weiterlesen', 'traumtanzend', 'zuckerschwein', 'fahnen', 'esel', 'sehn']","['wellengischt', 'inspieriert', 'emporgezogen', 'ballkontakt']","['meisten', 'die', 'mit', 'sprach']",6
174,"['endlich', 'sinke', 'hymne', 'wo', 'spieler', 'gesang', 'fahne']","['werd', 'ball', 'nieder']","['fängt', 'heute', 'fernseher']",7
175,"['rucksack', 'brot', 'verspeist', 'tannen', 'karlchens', 'karlchen']","['scharpf', 'dannen', 'frust', 'hüpft']","['zieht', 'umher', 'rückweg', 'trägt']",6
176,"['schieb', 'metzgermeister', 'krücke', 'knusprig', 'klingelts', 'kaninchenteil']","['festtagsschmaus', 'hackebeil', 'dannn', 'brate']","['verkauft', 'staune', 'ner', 'moral']",6
177,"['ihr', 'zuträgllich', 'umtriebige', 'nachzusinnen', 'meditiert']","['fanartikel', 'bierkonsum', 'schrumpfmuffen', 'adrett', 'täglicher']","['die', 'sollt', 'sags', 'relativitätstheorie', 'maschine']",5
178,"['angst', 'allein', 'habe', 'ich']",[],[],4
179,"['kapitän', 'highlight', 'großformat', 'großbildleinwand', 'fußballrasen']","['beckham', 'bröckchen', 'erbricht', 'vereint', 'übelkeit']","['öffnet', 'verpassen', 'munde', 'kellner', 'kamera']",5
180,"['gern', 'hätte', 'redet', 'man', 'klaus', 'gabi', 'sie']","['gedicht', 'lin', 'fernöstlichen']","['ich', 'aus', 'lebten']",7
181,"['fernsehland', 'watzen', 'unverdrossen', 'sofakissen', 'schlagersänger', 'rätselfreund', 'räkelnd']","['stammelt', 'schwatzen', 'zappen']","['urwald', 'stiert', 'preisen']",7
182,"['morschen', 'kräftigen', 'indem', 'befreit', 'ästen', 'weisheiten', 'ka', 'gesammelten', 'fernöstlichen']",['lin'],['den'],9
183,"['häkelte', 'haiku', 'wand', 'ihr', 'er', 'an', 'ein', 'die']",[],[],8
184,"['katzen', 'schmatzen', 'tatzen', 'spatzen', 'matratzen', 'kratzen', 'glotzen', 'fratzen', 'fiese', 'kotzen']",[],[],10
185,"['horn', 'es', 'einhorn', 'ich', 'nun']","['bewerte', 'verlorn', 'märchenland', 'gesenkten', 'leut']","['das', 'zählen', 'werte', 'verlässt', 'verachten']",5
186,"['gut', 'war', 'der', 'sehr', 'er']","['thorben', 'vergess', 'weitergehn', 'dümmlich', 'sören']","['viel', 'wirklich', 'nur', 'den', 'mir']",5
187,"['um', 'ich', 'gedicht', 'magnolie']","['lesetreffen', 'zwischendrinn', 'weiterziehn', 'gelesenes', 'gartenzwerg', 'labert']","['was', 'bitte', 'die', 'herum', 'steht', 'schön']",4
188,"['specht', 'hecht', 'briet', 'schlecht', 'sprach', 'wurde', 'ihm', 'einen', 'dann', 'sich']",[],[],10
189,"['morgendämmerung', 'einsam', 'ganze', 'lange', 'nacht', 'die']",[],[],6
190,"['totenschrein', 'seelig', 'schrein', 'herzilein', 'gänseklein', 'schein', 'besen', 'sonnenschein', 'glücklich', 'rein']",[],[],10
191,"['lauschet', 'besen', 'lesen', 'hört', 'diesem', 'lieber', 'zu', 'auf']",[],[],8
193,"['kam', 'ich', 'pinkeln', 'müffeligen', 'klotür', 'haminkeln', 'bundesbahn', 'bahnhof']","['drum', 'öffnete']","['sitze', 'sicht']",8
194,"['eichhörnchenteile', 'verweile', 'wohnung', 'voller', 'frühling', 'komm', 'ist', 'oh', 'lieber']",['wolltens'],['die'],9
195,"['und', 'die', 'ich', 'mankell', 'afrika', 'er', 'der']","['gewinnerin', 'shanghai', 'wolltest']","['ist', 'noch', 'zu']",7
196,"['primel', 'machete', 'gärtner', 'beete', 'verliebte', 'trieben', 'pikiert']","['eilends', 'geniert', 'shanghai']","['sie', 'strahlte', 'schauspiel']",7
197,"['nudeln', 'topfesrand', 'trafen', 'zwei', 'verlangen', 'klebten', 'abscheulich', 'liebten', 'sich', 'verstand']",[],[],10
198,"['schabe', 'sie', 'tieren', 'gebühren', 'erzähle', 'vom', 'quälen']","['geb', 'drum', 'andern']","['gefällt', 'von', 'lernen']",7
199,"['elche', 'ihre', 'swimmingpoolen', 'suhlten', 'spuckten']","['poole', 'kurzatmige', 'bridgekränzchen', 'flochten', 'glühten']","['zöpfe', 'zogen', 'wangen', 'verächtlich', 'senkten']",5
200,"['seemann', 'ozeane', 'kühlregal', 'krabben', 'hering', 'gedenke', 'forellen']","['spür', 'schweiss', 'aldi']","['ich', 'manches', 'fischen']",7
201,"['papst', 'leberwurst', 'meise', 'überliefert', 'suppenhuhn', 'kartoffelbrei']","['barbiepuppe', 'fütterte', 'vatikan', 'kochte']","['eine', 'zeigte', 'suppe', 'höchst']",6
202,"['ohren', 'stund', 'ich', 'weitergehen', 'vergibst', 'starren', 'liebst']","['unverfroren', 'verharren', 'du']","['sobald', 'sehe', 'hoffe']",7
203,"['hechte', 'sternenbeglänzt', 'sommernächte', 'seetang', 'schach', 'lieblichen', 'bekränzt', 'hecht', 'poppen']",['noppen'],['wach'],9
204,"['kolibri', 'glaubst', 'setzte', 'heut', 'nie', 'spie', 'schoß', 'kollabierte', 'kolibrierte']",['wunderschön'],['ganzes'],9
205,"['haikus', 'mich', 'dein', 'universelles', 'seelenheil']","['hoffnungin', 'gesammeltdie', 'kränzchen', 'frohlocke', 'euch']","['ich', 'übe', 'woher', 'sorgt', 'schwan']",5
206,"['strand', 'liebskuss', 'kokoskuss', 'kokosnuss', 'schmeckt', 'am', 'nach', 'mehr', 'und', 'der']",[],[],10
207,"['mutter', 'und', 'die', 'das', 'ich', 'kind', 'sie', 'freundin', 'du']",['haare'],['zu'],9
208,"['tanzt', 'cha', 'die', 'ne']","['schmonzetten', 'papaya', 'aprikose', 'apfelsine', 'flummi', 'pirouetten']","['ganzen', 'sie', 'übern', 'zuviel', 'williams', 'tango']",4
209,"['morgenküsse', 'blubbert', 'kaffee', 'wie', 'warme', 'sonnengrüsse', 'wert', 'füsse', 'herd', 'fast']",[],[],10
210,"['schlangen', 'als', 'sangen', 'nackt', 'tanzten', 'takt', 'unverfroren', 'ohren', 'die']",['gedicht'],['zwar'],9
211,"['mir', 'euch', 'annette']","['vorgetragenene', 'trostpreise', 'telinehmerin', 'spontandichten', 'einsenderinnen', 'dichtungsringen', 'lieblingsgedichte']","['oder', 'die', 'zurufen', 'schaffst', 'marathon', 'laufende', 'bisherigen']",3
212,"['gedichte', 'mir', 'preisausschreiben', 'euch', 'leserschaft', 'gedichtabo']","['gedicht', 'kalina', 'eure', 'abo']","['ich', 'die', 'und', 'mail']",6
213,"['zwecke', 'sät', 'sortiert', 'schlummert', 'hintersten', 'gerät', 'gelegenheiten']","['gedichtprojekt', 'tüten', 'dichtung']","['gehirn', 'buchstaben', 'steckt']",7
214,"['still', 'sei', 'endlich', 'nichts', 'doch', 'wagen', 'willst', 'schwören']","['lass', 'schweigen']","['mehr', 'könnte']",8
215,"['zweiergruppen', 'feiern', 'druckknöpfe', 'cent', 'besoffen', 'alle', 'stücke', 'karneval']","['letztes', 'gingen']","['mittwoch', 'total']",8
216,"['knarre', 'kauf', 'ich', 'zieh', 'schuss', 'munition', 'kölner']","['karneval', 'qual', 'wars']","['eine', 'ziele', 'strasse']",7
217,"['quak', 'frosch', 'macht', 'quakt', 'heiser', 'fiept', 'abgibt', 'löffel', 'leiser', 'er']",[],[],10
218,"['holz', 'sport', 'massage', 'ich', 'fitness', 'die', 'und', 'mit', 'osterzeit', 'hausdiener']",[],[],10
219,"['holz', 'sport', 'massage', 'ich', 'fitness', 'die', 'und', 'mit', 'osterzeit', 'hausdiener']",[],[],10
220,"['wahrheit', 'mosaik', 'geburt', 'stückchen', 'bekommen', 'die', 'jeder', 'seiner', 'mensch']",['gedicht'],['ein'],9
221,"['ich', 'aldi', 'dass', 'angebote', 'immer', 'zahnbürsten', 'spion', 'korma']","['chicken', 'unterhosen']","['ja', 'bedürfnis']",8
223,"['mensch', 'vase', 'unermesslich', 'optik', 'kacke']","['absaugen', 'abgewandten', 'erträgt', 'häßlich', 'auszuhalten']","['diese', 'schluß', 'norm', 'geruch', 'figur']",5
224,"['toast', 'er', 'jenes', 'entscheidnen', 'aufgegessen', 'ihn', 'verbrannt', 'toaster']","['igitt', 'drum']","['tat', 'sprang']",8
225,"['gern', 'ich', 'guter', 'ginge', 'möglichkeit', 'konjunktiv', 'bereit', 'eventuell']","['mal', 'dann']","['dinge', 'fall']",8
226,"['ich', 'und', 'geburtstag', 'weblog', 'gedichte']","['gedicht', 'eure', 'telefonservice', 'kreativitätsüberschuss', 'entstehungsgründe']","['mir', 'spaß', 'jahr', 'das', 'ganze']",5
227,"['beten', 'trompeten', 'sonntagsgebet', 'pfannen', 'kneten', 'jäten', 'gräten', 'unkraut']","['würd', 'braten']","['treten', 'fische']",8
228,"['monaten', 'weiteren', 'termin', 'fall', 'geben', 'jeden']","['koordinieren', 'lesesalon', 'teilzunehmen', 'prinzipiell']","['so', 'ausblick', 'vielleicht', 'texten']",6
229,"['und', 'yogi', 'vervollständigen', 'teilnehmerinnen']","['anregender', 'nachzuschlagen', 'lustigem', 'ernstem', 'lesesalon', 'interessenten']","['hatten', 'sehr', 'die', 'welche', 'mal', 'wart']",4
230,"['the', 'of', 'you', 're', 'every', 'science', 'girlfriend', 'fiction']","['rethinking', 'plotting']","['your', 'if']",8
231,"['unabhängikeit', 'unabhängigkeitstags', 'schicksalen', 'phantasievoller', 'mitternachtsstunde', 'indiens', 'geborenen']","['mitternachtskinder', 'salman', 'rushdie']","['verknüpft', 'kriege', 'roman']",7
232,"['buch', 'diana', 'stein']","['gabaldon', 'stonehenge', 'aufschlußreich', 'levy', 'groschenroman', 'diane', 'vrai']","['fand', 'ich', 'von', 'als', 'und', 'était', 'äußeren']",3
234,"['verlieren', 'den', 'eigenen', 'finden', 'aus', 'weisheiten', 'ka', 'gesammelten', 'fernöstlichen', 'lin']",[],[],10
235,"['klaus', 'gabi', 'sie', 'lebten', 'kinder', 'haus', 'der', 'glotze']","['bischen', 'brauch']","['die', 'legte']",8
236,"['araltankstelle', 'mein', 'topf', 'gedicht', 'dich', 'du']","['einst', 'pferdehimmel', 'eínfach', 'umgibst']","['ich', 'bist', 'so', 'der']",6
244,"['wein', 'sie', 'gedicht', 'da', 'tropfen', 'laß', 'stumm']","['atom', 'zabaionefarbene', 'spiralnebeliger']","['und', 'ich', 'warten']",7
245,"['weiterlesen', 'zurück', 'ich', 'ohne', 'dich', 'nacht']","['sehnsucht', 'tortenreich', 'rückwärtszauber', 'nässer']","['und', 'der', 'am', 'so']",6
295,"['jäger', 'und', 'leise', 'zwergenklein', 'pirscht']","['blästs', 'eingesät', 'erd', 'eichhorn', 'flinte']","['ihn', 'zielt', 'schubsen', 'käfer', 'knirscht']",5
297,"['neu', 'zerlegen', 'sägen', 'stückeln', 'schaben', 'raspeln', 'manifestiert', 'erlaben']","['frohlockend', 'gebiert']","['vergänglichkeit', 'farbe']",8
298,"['liest', 'evtl', 'irgendwas', 'überrraschungsgast', 'vorankündigung']","['anmeldefrist', 'heribert', 'teilnehmerliste', 'regennasse', 'carolin']","['ich', 'oder', 'verstrichen', 'vergebung', 'stephan']",5
304,"['die', 'ich', 'mal', 'euch', 'eure']","['kalina', 'lesesalon', 'freu', 'tell', 'osterferien']","['und', 'bitte', 'noch', 'termin', 'dank']",5
305,"['evtl', 'liest', 'atom', 'herr', 'nummerngirl']","['abwechsungsreichen', 'lesefreundinnen', 'thuti', 'euch', 'günni']","['uns', 'auch', 'übersetzt', 'stattfindet', 'passagen']",5
306,"['lesesalon', 'vorab', 'schmeissen', 'punkig', 'probanden', 'nervenwiedrahtseilehabenden', 'nervenheilanstalt', 'eingeliefert']","['einbauküchenteilen', 'abgebauten']","['teufel', 'eurer']",8
307,"['frau', 'der', 'und', 'kalinas', 'wg', 'rautenschaum', 'anarchie']","['kalina', 'lesesalon', 'häppchen']","['von', 'las', 'die']",7
308,"['liest', 'fraukalina', 'tell', 'nikoläuse', 'konstanter']","['rumzeigen', 'couchkissen', 'eigenproduktionen', 'thuti', 'supermarktregal']","['bringt', 'früher', 'besetzung', 'werke', 'schüttel']",5
309,"['komm', 'dich', 'dann', 'gehen', 'wil', 'umarme', 'kennenlernen']","['liebe', 'darfst', 'entfernen']","['will', 'ich', 'schmerzen']",7
310,"['tam', 'sömmering', 'atelier', 'eure']","['waslala', 'lieblingsbeschäfitgung', 'hengstenberg', 'giaconda', 'elfengleiche', 'beindruckte']","['von', 'eigenen', 'ich', 'mit', 'heute', 'zwiesprache']",4
311,"['einsam', 'bin', 'ist', 'allein', 'hochzeitskleid', 'einsamkeit', 'zwein', 'sehr', 'dunkelheit']",['lacht'],['ich'],9
330,"['küsst', 'küssen', 'thema', 'je', 'zum', 'frühlingszeit', 'frühlingshafte']","['anregungen', 'kalina', 'außerordentlich']","['wer', 'stößt', 'gemeinde']",7
337,"['pose', 'set', 'und', 'ich', 'die']","['posen', 'weiterlesen', 'aldi', 'kalina', 'ein']","['hier', 'zu', 'über', 'in', 'seite']",5
338,"['verbarg', 'trocken', 'stickigen', 'sauerstoff', 'mangel', 'alau', 'stuhlhusse', 'wäsche']","['spass', 'heut']","['darunter', 'freunde']",8
339,"['xabraxas', 'blogg', 'http', 'de']",[],[],4
340,"['danke', 'ich', 'haben', 'denen', 'mich', 'fotos', 'projekt', 'gehalten']","['gedicht', 'geisteszuständen']","['geworden', 'und']",8
341,"['anfang', 'ende', 'ist', 'das', 'der']",[],[],5
342,"['ball', 'rund', 'na', 'schmollt', 'rollt', 'trotzdem', 'grund', 'er', 'der']",['manchmal'],['ist'],9
343,"['er', 'und', 'sie', 'wärme', 'lammfell', 'krawatte', 'herren', 'gläschen', 'edelstahl']",['teilig'],['mit'],9
344,"['möhre', 'sie', 'unter', 'zitterte', 'taub', 'linden', 'föhre', 'espenlaub', 'kleine', 'kälte']",[],[],10
345,"['leere', 'wortgruppen', 'schlechtwettergedanken']","['kopfinneren', 'mitteilungsdrang', 'klitzekleinste', 'nölige', 'finito', 'alltagssorgen', 'niente']","['fällt', 'vielleicht', 'mir', 'wörter', 'wörtchen', 'triviale', 'stricken']",3
346,"['wollte', 'singen', 'stück', 'lied', 'sie', 'mund', 'zurück', 'kam', 'ihren']",['gedicht'],['für'],9
347,"['sachen', 'sie', 'die', 'das', 'irgendwelche']","['zimmervermieter', 'kofferrollen', 'majo', 'anglotzt', 'softeis']","['habe', 'gesehen', 'ich', 'sitzen', 'weil']",5
348,"['pizzamann', 'kindern', 'schmuddelige', 'potpourri', 'pizzeria', 'einzigen', 'ich', 'traurig']","['gäste', 'taime']","['die', 'weiß']",8
354,"['hast', 'du', 'umgebracht', 'sommernacht', 'seufzer', 'schnurren', 'nachgedacht', 'murren']","['leisen', 'räumen']","['bösen', 'gar']",8
356,"['soppen', 'sec', 'hrm', 'frmp', 'tunki', 'sonc', 'sacci', 'pöcki', 'pinki', 'onki']",[],[],10
357,"['nagelbrett', 'fakir', 'tiefer', 'schiebst', 'rostigen', 'nagel', 'baby', 'kiefer', 'nett', 'sprach']",[],[],10
358,"['herum', 'vorsicht', 'rümmer', 'rotation', 'negativer', 'geflimmer', 'gedreht', 'kreis']","['bunt', 'sag']","['näher', 'falsch']",8
366,"['film', 'gesehen', 'oft', 'nachdenklich', 'hit', 'empfunden', 'beklemmend', 'absoluter', 'soße']",['nudeln'],['geändert'],9
367,"['steh', 'herum', 'manchmal', 'zwischen', 'weiss', 'ich', 'zwischenraum', 'nicht']","['doch', 'traum']","['warum', 'und']",8
370,"['er', 'zukneift', 'gedicht']","['sehnsuchtsfaktor', 'konversiv', 'allzugern', 'verknickt', 'seelensalbe', 'redundant', 'ritterbach']","['bleibt', 'einsteigen', 'nicht', 'kauft', 'wie', 'zwischenraum', 'volle']",3
371,"['gleich', 'widerstand', 'satinumspannt', 'gerannt', 'schneesturm', 'erreich', 'drängt']","['fühl', 'gipfel', 'rückt']","['verrückt', 'nackten', 'alt']",7
372,"['gekannt', 'käme', 'frühling', 'hatte', 'ihn', 'ja', 'wenn', 'nähme', 'damals', 'ich']",[],[],10
373,"['denn', 'schneit', 'schnee', 'bald', 'hinaus', 'trompete', 'schneelied']","['optional', 'gehüpft', 'fürwahr']","['es', 'orgel', 'ham']",7
374,"['kanapee', 'keller', 'ihm', 'geräkelt', 'gemäkelt', 'fadenscheinig', 'ersehnt', 'einerlei']","['altmodisch', 'blass']","['lange', 'wie']",8
375,"['spagat', 'nudelsalat', 'übte', 'schüssel', 'salat', 'hörnchens', 'sinken', 'stinken']","['hörnchen', 'gelingen']","['es', 'fing']",8
394,"['ich', 'danke', 'weiterlesen', 'ist', 'es', 'und', 'ball']","['zeitlang', 'arschloch', 'gedicht']","['haben', 'denen', 'der']",7
395,"['er', 'frohlocken', 'windböen', 'spreizte']","['diaphragmen', 'alleenartig', 'federnden', 'bäuchlein', 'rasten', 'blähten']","['mit', 'so', 'und', 'welche', 'war', 'zeugen']",4
396,"['feuer', 'eismann', 'euro', 'härnchen']","['anbrochen', 'aberjahre', 'elefantenfriedhof', 'entgegensetzt', 'verschämter', 'nagten']","['leider', 'die', 'der', 'war', 'lange', 'das']",4
397,"['art', 'dämmerung', 'irgendwie', 'elefantenhaar']","['verlaufendem', 'senfgelben', 'schlapppen', 'rotbläulich', 'nurhausfrauenfüsschen', 'häkelten']","['sie', 'kam', 'ihr', 'diese', 'ins', 'eine']",4
398,"['anderes', 'verdinglichte', 'zirn']","['romatizismen', 'romantifizierungen', 'retroversion', 'reifizierten', 'medusenhäuptigkeit', 'kehrseitigkeit', 'janusantlitzes']","['als', 'innerhalb', 'die', 'durch', 'zur', 'vernunft', 'unmöglichkeiten']",3
399,"['nebelig', 'matt', 'losgegangen', 'voll', 'winterkleider', 'verkrustete', 'sonnengestrahlt', 'matschigen']","['anvertraut', 'würmer']","['schnecken', 'laub']",8
402,"['ich', 'uns', 'id', 'php', 'häppchen', 'mal', 'blogg']","['günni', 'tell', 'veräterische']","['eintrag', 'abends', 'und']",7
406,"['weiterlesen', 'weihnachtsgebäumte', 'warnung', 'straßenecken', 'tiefster']","['lamettaahnung', 'kristallene', 'heimeligen', 'karaoke', 'piep']","['letzte', 'von', 'vögelchen', 'vergangen', 'pflücken']",5
407,"['mann', 'ein', 'printen', 'kippt', 'weihnacht', 'sinkt', 'bier', 'hund', 'runter']",['hinten'],['vier'],9
408,"['alte', 'strudel', 'pudel', 'hinab', 'ersoff', 'frau', 'schroff', 'recht', 'warf']",['schnell'],['sonst'],9
409,"['eilt', 'wegs', 'des', 'anfang', 'er', 'sinn', 'ende', 'so', 'hin', 'denn']",[],[],10
410,"['jambus', 'traf', 'einen', 'heut', 'stieg', 'verschwand', 'auto', 'sonnenschein', 'kuss', 'gab']",[],[],10
411,"['zuletzt', 'schein', 'allein', 'kreatur', 'hetzt', 'weges', 'zwein', 'denkt', 'wär']",['sie'],['ist'],9
412,"['bonbonpapier', 'nehm', 'heut', 'naschen', 'taschen', 'deinen', 'mich', 'mach', 'hast']",['dir'],['weg'],9
413,"['stell', 'frage', 'plage', 'manchmal', 'mir', 'lieber', 'ich', 'wieder', 'die']",['gedicht'],['neue'],9
414,"['michael', 'blogg', 'wiees', 'wehtdie']","['vergehtein', 'undverstehe', 'stehtauf', 'nieich', 'geschiehtich', 'jahresprojekt']","['funktioniert', 'ich', 'es', 'sie', 'nicht', 'weitem']",4
416,"['sie', 'tuka', 'taka', 'bügeln', 'gedicht']","['unkrauttage', 'obduktionstisch', 'vielarmig', 'mäuseleichen', 'florale']","['land', 'man', 'hatte', 'alles', 'eine']",5
417,"['hieße', 'er', 'sagte', 'tafel', 'miese', 'liesse', 'geschwafel', 'flunder']","['hollunder', 'person']","['sowieso', 'kenne']",8
418,"['zigarettengeschwängert', 'unbeachtet', 'spiralen', 'kübeln', 'immerfort', 'ersehnen']","['abzuprallen', 'zausen', 'dübeln', 'zement']","['vehement', 'schaufeln', 'mischen', 'jenen']",6
419,"['spät', 'tickt', 'sommerwegen', 'schenkte', 'herbstens', 'bleibst', 'es', 'fahne']","['steh', 'weht']","['zeilen', 'uhr']",8
420,"['gastdichterin', 'lilly', 'menschen', 'wüste', 'sinds', 'landschaft', 'schuld', 'dumm', 'eigene']",['manche'],['leute'],9
421,"['kleben', 'gedanken', 'wäscht', 'unrat', 'gullis', 'entschwinden', 'anderem', 'scheiben', 'regen', 'sie']",[],[],10
422,"['fallend', 'blättertage', 'lallend', 'herbstgedichte', 'november', 'daher', 'kommt', 'er', 'gedicht', 'so']",[],[],10
423,"['versuchungein', 'umden', 'sinndenkt', 'schwanhalsschwenkt', 'klackeneilt', 'hackenrhytmisch', 'erhaltshat', 'dahinnur', 'adventsgestecktrüffel']",['seidenes'],['tuch'],9
425,"['sie', 'weiterlesen', 'und', 'die', 'der', 'gruppen', 'in', 'den']","['presslufthammer', 'herd']","['sich', 'vor']",8
426,"['ihrer', 'sonore', 'schwor', 'masseure', 'maniküreassistentinnen', 'knibbeln', 'gezicke', 'brummen', 'tapete']",['gutaussehenden'],['wänden'],9
427,"['kotze', 'seine', 'sie', 'er']","['vormittagskurs', 'gesprächsmeister', 'einhandweltumsegelungswettbewerb', 'einhandsegeln', 'tapferer', 'kotzte']","['daß', 'alte', 'boden', 'sagte', 'weg', 'wischen']",4
428,"['allein', 'warmen', 'lichterschein', 'zurückgelassen', 'nun', 'orten', 'wandern', 'sitzen', 'all']",['dort'],['anderen'],9
429,"['floss', 'honig', 'wie', 'schenkelklopfend', 'abgehauen', 'dämlich', 'sonnenuntergang', 'schenk']","['sang', 'gelacht']","['selten', 'frauen']",8
430,"['wo', 'lavaströme', 'erstarren', 'meer', 'sprüht', 'himmeln', 'golden', 'funken']","['verharren', 'blitze']","['im', 'salz']",8
431,"['liest', 'sum', 'er', 'dann', 'ich', 'weiterlesen', 'komm', 'dich']","['fraukalina', 'tell']","['die', 'sagte']",8
432,"['mehrere', 'tummelten', 'stiernackig', 'segelohrig', 'schmodder']","['reinemachefrau', 'sahnetorte', 'küchenzeile', 'gekreische', 'härnchen']","['den', 'er', 'zusah', 'zahnbürste', 'verschlang']",5
433,"['zumindest', 'geraden', 'behält', 'rücken', 'weisheiten', 'ka', 'gesammelten', 'fernöstlichen', 'lin', 'einen']",[],[],10
434,"['stimmt', 'heiter', 'esel', 'weiter', 'geht', 'immer', 'das', 'der']",[],[],8
435,"['wars', 'morgens', 'teich', 'schwanenkacke', 'geschissen', 'bleich', 'gerissen', 'backe']","['sonn', 'hats']","['bahn', 'daran']",8
436,"['jeder', 'hügel', 'erklommen', 'durchschwommen', 'fluß', 'welcher', 'jedes', 'wunderbar', 'spricht']",['gedicht'],['der'],9
437,"['ich', 'jammerlappen', 'fand', 'knappen', 'schlappen']","['gedicht', 'hiiilfe', 'belchen', 'beschmiegen', 'atrappen']","['leere', 'noch', 'die', 'fällt', 'vielleicht']",5
438,"['versendet', 'strengem', 'blick', 'unter', 'gedanke', 'voraus', 'samen', 'welchen']","['klein', 'gedicht']","['kennt', 'fällt']",8
439,"['wichtigkeit', 'universum', 'menscheit', 'fliegenschiss', 'die', 'treibt', 'dabei', 'uns', 'mehr', 'um']",[],[],10
440,"['dumpf', 'strumpf', 'schuhen', 'ruhen', 'stinkenden', 'plage', 'sehr', 'heutigen', 'fühlt', 'tage']",[],[],10
441,"['häuser', 'mauern', 'sühnen', 'ruinen', 'fortgang', 'gardinen', 'kreise', 'fuß', 'anfang']",['wandern'],['ihnen'],9
442,"['er', 'leisen', 'sohlen', 'daher', 'verzehren', 'unverhohlen', 'spreizt']","['danieder', 'liegst', 'verweilen']","['dich', 'kommt', 'verlangt']",7
443,"['wär', 'und', 'wir', 'gedicht', 'würd', 'lebkuchenherzen', 'csd']","['sommerschwüle', 'geruchsarm', 'blockflötenchor']","['ich', 'mensch', 'den']",7
444,"['hinfort', 'lag', 'zwickt', 'sommertag', 'räkelt', 'mieder', 'forthin']","['sonn', 'hörnchen', 'ziehn']","['es', 'glieder', 'dummes']",7
446,"['mal', 'höchstwahrscheinlich', 'heilig', 'felsenfest', 'dazwischenkommt', 'schwör', 'pro', 'möglicherweise']","['werd', 'eventuell']","['ziemlich', 'bestimmt']",8
447,"['würdest', 'laken', 'wärest', 'windhauch', 'ungeweinte', 'traumresten', 'sehnsuchtsvolle', 'schwül', 'schlaflose']",['getränkt'],['kühler'],9
448,"['wille', 'froher', 'entsteht', 'eingestellt', 'chancen', 'spür', 'gottes']","['fühl', 'klappe', 'klagen']","['dieser', 'habe', 'viel']",7
449,"['stille', 'aus', 'raum', 'nimmt', 'weisheiten', 'ka', 'gesammelten', 'fernöstlichen', 'lin', 'seinen']",[],[],10
454,"['weiterlesen', 'besenrein', 'ein', 'torchance', 'stoßgebet', 'mänchen']","['gleichwärts', 'kinderweinen', 'eigentor', 'entringt']","['ungewollt', 'trainer', 'schwingt', 'ringt']",6
455,"['traumtanzend', 'sehn', 'zerstäubt', 'wellengischt', 'lachend', 'gleichwohl', 'vergehn', 'aufrecht']","['gehn', 'fort']","['zukunft', 'immer']",8
456,"['meisten', 'fahnen', 'vermochten', 'trikot']","['ballkontakt', 'eingeflochten', 'gleichtakt', 'geglückt', 'verstehn', 'gebete']","['ist', 'menschen', 'unterscheiden', 'tore', 'mannschaft', 'individuum']",4
457,"['zuckerschwein', 'esel', 'sprach', 'zwiegespräche', 'macho', 'liebesgedicht', 'inspieriert', 'feinsliebchen']","['scharpf', 'schnösel']","['blöder', 'machs']",8
458,"['fand', 'woge', 'verwebt', 'schwebend', 'meeresgrund', 'himmelwärts', 'gesandt', 'emporgezogen']","['algen', 'gefaltet']","['jungfrau', 'götter']",8
459,"['lerne', 'inneren', 'beruht', 'ordnung', 'gehn', 'weisheiten', 'ka', 'gesammelten']","['lin', 'fernöstlichen']","['verstehen', 'kannst']",8
461,"['weg', 'gedicht', 'haar', 'geh']","['kieloben', 'aldiregal', 'onduliertes', 'mairegen', 'clogs', 'aqua']","['essen', 'ich', 'den', 'verfing', 'treppe', 'seerose']",4
462,"['hätte', 'gern', 'ich', 'dich', 'weggeräumt', 'vermisst', 'lieblingsplätzen']","['späße', 'leeres', 'dir']","['mitgebracht', 'isst', 'geführt']",7
463,"['gesät', 'nachdem', 'weisheiten', 'ka', 'gesammelten', 'fernöstlichen', 'lin', 'hast', 'du', 'aus']",[],[],10
464,"['redet', 'man', 'angst', 'wortlosigkeit', 'umschreibt', 'stuss', 'steuert', 'lamentiert', 'innehalten', 'schwatzt']",[],[],10
466,"['zeit', 'weiterlesen', 'zu', 'sachen', 'das', 'ich', 'sie', 'irgendwelche']","['zimmervermieter', 'kofferrollen']","['reden', 'die']",8
467,"['bibel', 'ich', 'habe', 'getauft', 'besserwisser', 'flieder', 'kalina']","['überlliefertes', 'unreflektierter', 'lieberdie']","['interessant', 'auch', 'in']",7
